mode,sampling_mode,chance_temperature,utility_temperature,fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,generation,mean_fitness,mean_accuracy,mean_error_chance,mean_error_utility,mean_entropy_norm,mean_util_dev,mean_gen_cpu
both,non_symmetric,1.0,1.0,margin,top50,4,20,14,0.534769,67.74,1.267664,15.940613,15.708675,35.718123,0.0500
both,non_symmetric,1.0,1.0,margin,top50,4,20,15,0.478985,67.90,1.261532,15.983153,15.672572,35.696008,0.0500
both,non_symmetric,1.0,1.0,margin,top50,8,40,1,13.202423,51.24,1.430836,18.728298,12.971466,37.031858,0.0500
both,non_symmetric,1.0,1.0,margin,top50,8,40,2,11.677721,51.78,1.304819,15.925245,14.710369,35.729663,0.0563
both,non_symmetric,1.0,1.0,margin,top50,8,40,3,10.240671,53.86,1.328878,15.441664,14.832435,36.004746,0.0469
both,non_symmetric,1.0,1.0,margin,top50,8,40,4,9.879368,54.44,1.303885,14.619044,14.981986,35.368484,0.0500
both,non_symmetric,1.0,1.0,margin,top50,8,40,5,8.992413,57.24,1.318961,14.419999,15.064204,35.622282,0.0563
both,non_symmetric,1.0,1.0,margin,top50,8,40,6,8.128671,59.34,1.262910,14.692385,15.169079,35.420613,0.0531
both,non_symmetric,1.0,1.0,margin,top50,8,40,7,6.784456,61.60,1.194308,13.999788,15.338480,35.491913,0.0531
both,non_symmetric,1.0,1.0,margin,top50,8,40,8,5.191688,65.44,1.204616,14.080963,15.341345,35.525386,0.0500
both,non_symmetric,1.0,1.0,margin,top50,8,40,9,3.827156,68.88,1.182471,14.134704,15.311671,36.012408,0.0531
both,non_symmetric,1.0,1.0,margin,top50,8,40,10,3.452196,70.76,1.210404,13.621535,15.201325,36.133816,0.0469
both,non_symmetric,1.0,1.0,margin,top50,8,40,11,2.846496,71.24,1.172390,13.944009,15.407656,36.276662,0.0437
both,non_symmetric,1.0,1.0,margin,top50,8,40,12,1.652958,74.52,1.172216,14.365309,15.310079,36.663000,0.0469
both,non_symmetric,1.0,1.0,margin,top50,8,40,13,1.372587,76.04,1.178188,14.709551,15.245669,36.452346,0.0469
both,non_symmetric,1.0,1.0,margin,top50,8,40,14,1.208745,77.10,1.159019,14.611685,15.238987,36.816341,0.0437
both,non_symmetric,1.0,1.0,margin,top50,8,40,15,0.907485,77.06,1.163994,14.862371,15.276133,36.995186,0.0500
both,non_symmetric,1.0,1.0,margin,top50,8,40,16,0.738392,77.84,1.127287,15.095265,15.512999,37.144647,0.0469
both,non_symmetric,1.0,1.0,margin,top50,8,40,17,0.528713,77.80,1.118690,15.107840,15.404982,37.413567,0.0437
