mode,sampling_mode,chance_temperature,utility_temperature,fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,total_rules,rep,seed,stop_generation,best_fitness,best_accuracy,best_mse_chance,best_mse_utility,best_entropy_norm,best_util_dev,cpu_per_gen,cpu_total
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,1,43,11,2.040987,100.00,0.800581,8.391713,0.412628,44.444444,0.3267,3.5938
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,2,44,11,2.675641,100.00,0.654681,8.467775,0.412628,44.444444,0.3267,3.5938
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,3,45,11,2.573510,100.00,0.639615,7.521681,0.412628,44.444444,0.3168,3.4844
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,4,46,10,2.672727,100.00,0.668228,8.455369,0.412629,44.444444,0.3094,3.0938
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,5,47,10,2.274736,100.00,0.824460,7.082637,0.412628,44.444444,0.3172,3.1719
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,6,48,12,2.479353,100.00,0.763511,8.468031,0.412628,44.444444,0.3268,3.9219
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,7,49,11,1.424211,100.00,0.753466,7.825052,0.412628,44.444444,0.3054,3.3594
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,8,50,12,2.297950,100.00,0.803026,7.769206,0.412628,44.444444,0.3151,3.7812
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,9,51,22,0.589085,100.00,0.705310,8.468031,0.412628,44.444444,0.3189,7.0156
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,0,42,5,0.596474,95.00,0.678007,8.464916,2.004432,44.444444,0.3375,1.6875
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,1,43,5,0.687420,95.00,0.584743,5.340457,2.018148,44.444443,0.3156,1.5781
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,2,44,6,0.671011,95.00,0.568597,8.401092,0.709283,44.444444,0.3125,1.8750
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,3,45,5,0.453029,95.00,0.699872,8.489382,2.014439,44.444444,0.3375,1.6875
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,4,46,6,0.593183,95.00,0.733111,7.679694,1.245185,44.444444,0.3307,1.9844
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,5,47,6,0.530778,100.00,0.589883,7.851542,0.903636,44.444444,0.3307,1.9844
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,6,48,7,0.856640,95.00,0.547962,6.876953,0.517848,44.444444,0.3371,2.3594
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,7,49,5,0.636197,95.00,0.572318,9.349003,1.191380,44.444444,0.3344,1.6719
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,8,50,5,0.743717,95.00,0.582138,5.075812,0.913066,44.444438,0.3656,1.8281
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,9,51,5,0.623597,95.00,0.595523,5.844911,1.866393,44.444444,0.3187,1.5938
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,0,42,8,0.858040,95.00,0.501293,10.083604,0.472643,44.444444,0.3340,2.6719
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,1,43,6,1.469716,85.00,0.734128,7.149313,1.104110,44.444444,0.3359,2.0156
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,2,44,14,1.227292,100.00,0.802738,11.401244,0.412628,44.444444,0.3359,4.7031
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,3,45,10,0.796237,100.00,0.734134,10.623314,0.412628,44.444444,0.3281,3.2812
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,4,46,10,0.826645,100.00,0.910474,8.634254,0.412630,44.444444,0.3156,3.1562
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,5,47,9,0.679707,100.00,0.663757,8.421963,0.412628,44.444444,0.3316,2.9844
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,6,48,13,0.959145,100.00,0.655591,8.466060,0.412628,44.444444,0.3353,4.3594
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,7,49,8,0.877773,100.00,0.706163,5.226445,0.443408,44.444444,0.3242,2.5938
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,8,50,12,1.032281,100.00,0.766635,10.833620,0.412628,44.444444,0.3385,4.0625
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,9,51,14,0.770342,100.00,0.766321,8.468031,0.412628,44.444444,0.3281,4.5938
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,0,42,13,1.177580,100.00,0.728658,10.818372,0.412628,44.444444,0.4423,5.7500
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,1,43,13,1.241659,100.00,0.671825,8.467637,0.412628,44.444444,0.4639,6.0312
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,2,44,19,1.819560,95.00,0.672644,10.833622,0.412628,44.444444,0.4400,8.3594
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,3,45,17,1.012126,95.00,0.983525,10.833622,0.412628,44.444444,0.4311,7.3281
