mode,sampling_mode,chance_temperature,utility_temperature,fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,total_rules,rep,seed,stop_generation,best_fitness,best_accuracy,best_mse_chance,best_mse_utility,best_entropy_norm,best_util_dev,cpu_per_gen,cpu_total
both,non_symmetric,1.0,1.0,binary,top50,8,40,20,5,47,10,0.800000,95.00,0.963173,7.178100,12.930952,42.169718,0.0422,0.4219
both,non_symmetric,1.0,1.0,binary,top50,8,40,20,6,48,13,0.480000,85.00,0.740665,7.273653,12.321187,43.892494,0.0373,0.4844
both,non_symmetric,1.0,1.0,binary,top50,8,40,20,7,49,11,0.600000,95.00,0.677796,7.322178,11.863752,42.940490,0.0398,0.4375
both,non_symmetric,1.0,1.0,binary,top50,8,40,20,8,50,14,0.500000,95.00,0.692786,9.359297,13.394435,42.546217,0.0402,0.5625
both,non_symmetric,1.0,1.0,binary,top50,8,40,20,9,51,60,1.000000,85.00,0.987508,16.217305,11.919318,38.290232,0.0393,2.3594
both,non_symmetric,1.0,1.0,margin,top50,1,5,20,0,42,3,0.485629,85.00,0.595317,9.505899,11.355373,43.193077,0.0417,0.1250
both,non_symmetric,1.0,1.0,margin,top50,1,5,20,1,43,6,0.516247,85.00,0.598158,7.621734,11.166534,42.979676,0.0443,0.2656
both,non_symmetric,1.0,1.0,margin,top50,1,5,20,2,44,5,0.796823,90.00,0.545163,9.560500,11.707698,43.005680,0.0406,0.2031
both,non_symmetric,1.0,1.0,margin,top50,1,5,20,3,45,5,0.370890,85.00,0.771787,5.663144,11.440177,43.809380,0.0406,0.2031
both,non_symmetric,1.0,1.0,margin,top50,1,5,20,4,46,4,0.772060,95.00,0.633313,6.587974,12.224220,43.302925,0.0430,0.1719
both,non_symmetric,1.0,1.0,margin,top50,1,5,20,5,47,7,0.527708,95.00,0.863623,6.676941,11.302482,43.151321,0.0424,0.2969
both,non_symmetric,1.0,1.0,margin,top50,1,5,20,6,48,4,0.932175,85.00,0.561902,4.959544,10.978855,42.872941,0.0469,0.1875
both,non_symmetric,1.0,1.0,margin,top50,1,5,20,7,49,6,0.368568,85.00,0.586557,9.017814,10.195978,42.720756,0.0417,0.2500
both,non_symmetric,1.0,1.0,margin,top50,1,5,20,8,50,3,0.924478,85.00,0.475096,6.774870,12.119238,44.085034,0.0417,0.1250
both,non_symmetric,1.0,1.0,margin,top50,1,5,20,9,51,5,0.706360,95.00,0.424072,9.891600,10.933878,43.644221,0.0437,0.2188
both,non_symmetric,1.0,1.0,margin,top50,2,10,20,0,42,7,0.814873,95.00,0.609008,2.392777,11.919766,39.656426,0.0424,0.2969
both,non_symmetric,1.0,1.0,margin,top50,2,10,20,1,43,4,1.270744,85.00,0.742471,8.125362,11.007531,43.736916,0.0430,0.1719
both,non_symmetric,1.0,1.0,margin,top50,2,10,20,2,44,9,0.896655,85.00,0.616091,2.363256,14.106168,42.396899,0.0382,0.3438
both,non_symmetric,1.0,1.0,margin,top50,2,10,20,3,45,7,0.573170,95.00,0.663576,2.931124,10.923247,41.408308,0.0402,0.2812
both,non_symmetric,1.0,1.0,margin,top50,2,10,20,4,46,6,0.381533,85.00,0.593778,8.076221,12.686580,43.931044,0.0417,0.2500
both,non_symmetric,1.0,1.0,margin,top50,2,10,20,5,47,7,0.941187,95.00,0.675431,2.792427,10.766635,43.309602,0.0424,0.2969
both,non_symmetric,1.0,1.0,margin,top50,2,10,20,6,48,7,0.936132,75.00,0.543076,5.238570,11.634266,43.941745,0.0424,0.2969
both,non_symmetric,1.0,1.0,margin,top50,2,10,20,7,49,7,0.668304,85.00,0.488319,7.876452,10.387842,41.132360,0.0379,0.2656
both,non_symmetric,1.0,1.0,margin,top50,2,10,20,8,50,7,0.443983,75.00,0.620486,4.838352,11.963033,42.721084,0.0402,0.2812
both,non_symmetric,1.0,1.0,margin,top50,2,10,20,9,51,8,0.955349,75.00,0.501948,4.699302,11.806519,42.876127,0.0391,0.3125
both,non_symmetric,1.0,1.0,margin,top50,4,20,20,0,42,13,0.501942,85.00,0.463309,5.188646,12.912322,41.093793,0.0397,0.5156
both,non_symmetric,1.0,1.0,margin,top50,4,20,20,1,43,14,0.574655,85.00,1.004202,13.853019,12.229977,43.291804,0.0402,0.5625
both,non_symmetric,1.0,1.0,margin,top50,4,20,20,2,44,15,0.434557,95.00,0.584564,7.863529,13.126594,42.652302,0.0531,0.7969
both,non_symmetric,1.0,1.0,margin,top50,4,20,20,3,45,10,0.595341,85.00,0.714441,5.494231,12.379176,41.575624,0.0469,0.4688
both,non_symmetric,1.0,1.0,margin,top50,4,20,20,4,46,10,0.288430,95.00,0.468032,5.630789,11.396605,42.800722,0.0437,0.4375
both,non_symmetric,1.0,1.0,margin,top50,4,20,20,5,47,13,0.961069,90.00,0.680731,5.664843,11.919116,41.739257,0.0409,0.5312
both,non_symmetric,1.0,1.0,margin,top50,4,20,20,6,48,10,0.651326,75.00,0.809208,7.894921,13.019060,42.759833,0.0391,0.3906
both,non_symmetric,1.0,1.0,margin,top50,4,20,20,7,49,8,0.565207,90.00,0.522938,9.545733,11.659973,41.532639,0.0410,0.3281
both,non_symmetric,1.0,1.0,margin,top50,4,20,20,8,50,12,0.458137,85.00,0.652427,4.456913,11.560863,41.287090,0.0430,0.5156
both,non_symmetric,1.0,1.0,margin,top50,4,20,20,9,51,11,0.141830,95.00,0.514139,13.222880,12.874998,43.975744,0.0440,0.4844
both,non_symmetric,1.0,1.0,margin,top50,8,40,20,0,42,16,0.306366,95.00,0.428212,7.129815,13.400788,41.117143,0.0420,0.6719
both,non_symmetric,1.0,1.0,margin,top50,8,40,20,1,43,17,0.375364,100.00,1.407313,13.626631,12.135644,42.041588,0.0414,0.7031
both,non_symmetric,1.0,1.0,margin,top50,8,40,20,2,44,17,0.609912,95.00,0.559692,8.379198,14.793878,42.499659,0.0460,0.7812
both,non_symmetric,1.0,1.0,margin,top50,8,40,20,3,45,11,0.816147,95.00,0.705807,4.650065,9.877691,43.776017,0.0511,0.5625
both,non_symmetric,1.0,1.0,margin,top50,8,40,20,4,46,12,0.535775,95.00,0.347994,10.091158,10.930010,43.517901,0.0482,0.5781
both,non_symmetric,1.0,1.0,margin,top50,8,40,20,5,47,12,0.666720,95.00,0.524489,5.918296,13.092365,39.686728,0.0417,0.5000
both,non_symmetric,1.0,1.0,margin,top50,8,40,20,6,48,17,0.472488,85.00,0.742816,6.981100,12.209116,41.917051,0.0414,0.7031
both,non_symmetric,1.0,1.0,margin,top50,8,40,20,7,49,12,0.789300,95.00,0.630262,6.787234,11.754087,40.808838,0.0482,0.5781
both,non_symmetric,1.0,1.0,margin,top50,8,40,20,8,50,28,0.193663,85.00,1.030778,5.467241,12.185530,33.724149,0.0407,1.1406
both,non_symmetric,1.0,1.0,margin,top50,8,40,20,9,51,38,0.187745,75.00,1.059674,15.982757,12.380276,44.112342,0.0456,1.7344
both,non_symmetric,1.0,1.0,softmax,top50,1,5,20,0,42,5,0.051554,80.00,0.661465,7.861595,9.851262,43.511531,0.0437,0.2188
both,non_symmetric,1.0,1.0,softmax,top50,1,5,20,1,43,7,0.172658,95.00,0.731336,11.156327,11.963224,43.609643,0.0446,0.3125
both,non_symmetric,1.0,1.0,softmax,top50,1,5,20,2,44,8,0.082987,85.00,0.518958,15.683825,12.596158,43.412240,0.0410,0.3281
both,non_symmetric,1.0,1.0,softmax,top50,1,5,20,3,45,8,0.036554,85.00,0.624608,6.322215,12.587695,43.489388,0.0430,0.3438
both,non_symmetric,1.0,1.0,softmax,top50,1,5,20,4,46,7,0.051570,85.00,0.790405,5.419984,13.620767,41.408228,0.0446,0.3125
both,non_symmetric,1.0,1.0,softmax,top50,1,5,20,5,47,8,0.035732,95.00,0.970935,8.355568,10.951768,44.206702,0.0469,0.3750
both,non_symmetric,1.0,1.0,softmax,top50,1,5,20,6,48,10,0.063833,95.00,0.938250,4.082187,12.924118,42.014628,0.0422,0.4219
both,non_symmetric,1.0,1.0,softmax,top50,1,5,20,7,49,6,0.097341,85.00,0.548556,5.384290,11.193796,43.259505,0.0417,0.2500
both,non_symmetric,1.0,1.0,softmax,top50,1,5,20,8,50,6,0.139748,75.00,0.509636,8.006641,12.322389,43.038457,0.0417,0.2500
both,non_symmetric,1.0,1.0,softmax,top50,1,5,20,9,51,6,0.420804,85.00,0.617236,8.805299,11.723825,44.276846,0.0391,0.2344
both,non_symmetric,1.0,1.0,softmax,top50,2,10,20,0,42,9,0.079187,85.00,0.653233,4.826378,11.935187,44.200191,0.0399,0.3594
both,non_symmetric,1.0,1.0,softmax,top50,2,10,20,1,43,7,0.453348,90.00,0.638521,8.639105,12.330939,42.442521,0.0446,0.3125
both,non_symmetric,1.0,1.0,softmax,top50,2,10,20,2,44,13,0.075628,85.00,0.507256,11.695073,13.089975,43.685968,0.0433,0.5625
both,non_symmetric,1.0,1.0,softmax,top50,2,10,20,3,45,9,0.074698,85.00,0.547543,5.596738,12.796319,43.116765,0.0451,0.4062
both,non_symmetric,1.0,1.0,softmax,top50,2,10,20,4,46,9,0.061711,85.00,0.495770,8.211938,10.555615,42.633914,0.0399,0.3594
both,non_symmetric,1.0,1.0,softmax,top50,2,10,20,5,47,10,0.079528,95.00,0.590494,8.414734,11.581205,43.201241,0.0422,0.4219
both,non_symmetric,1.0,1.0,softmax,top50,2,10,20,6,48,10,0.067401,85.00,0.887819,9.931944,12.643007,43.174271,0.0422,0.4219
both,non_symmetric,1.0,1.0,softmax,top50,2,10,20,7,49,10,0.038910,95.00,0.555160,8.345225,12.088790,43.720640,0.0422,0.4219
both,non_symmetric,1.0,1.0,softmax,top50,2,10,20,8,50,9,0.141451,85.00,0.560605,8.534661,11.534148,42.736412,0.0434,0.3906
both,non_symmetric,1.0,1.0,softmax,top50,2,10,20,9,51,9,0.143853,75.00,0.831112,12.070772,10.913578,43.971637,0.0434,0.3906
both,non_symmetric,1.0,1.0,softmax,top50,4,20,20,0,42,14,0.085791,85.00,0.812101,5.943309,12.565759,43.550624,0.0435,0.6094
both,non_symmetric,1.0,1.0,softmax,top50,4,20,20,1,43,17,0.062460,95.00,1.379561,10.709138,12.217821,42.193448,0.0423,0.7188
both,non_symmetric,1.0,1.0,softmax,top50,4,20,20,2,44,19,0.052600,95.00,0.655279,13.195039,13.996880,43.197778,0.0469,0.8906
both,non_symmetric,1.0,1.0,softmax,top50,4,20,20,3,45,14,0.087039,85.00,0.949804,9.410281,12.184901,44.081699,0.0446,0.6250
both,non_symmetric,1.0,1.0,softmax,top50,4,20,20,4,46,13,0.049830,95.00,0.463794,12.223752,12.055062,43.926527,0.0469,0.6094
both,non_symmetric,1.0,1.0,softmax,top50,4,20,20,5,47,17,0.087738,90.00,0.634964,9.148694,12.155270,39.951649,0.0432,0.7344
both,non_symmetric,1.0,1.0,softmax,top50,4,20,20,6,48,17,0.054824,85.00,0.929035,9.090137,12.227428,41.925086,0.0404,0.6875
both,non_symmetric,1.0,1.0,softmax,top50,4,20,20,7,49,11,0.324772,95.00,0.597151,5.125580,12.642318,42.680098,0.0426,0.4688
both,non_symmetric,1.0,1.0,softmax,top50,4,20,20,8,50,13,0.189923,85.00,0.848358,10.512167,11.458178,41.442339,0.0421,0.5469
both,non_symmetric,1.0,1.0,softmax,top50,4,20,20,9,51,12,0.076806,85.00,0.697767,14.457379,11.282216,44.296984,0.0456,0.5469
both,non_symmetric,1.0,1.0,softmax,top50,8,40,20,0,42,19,0.119393,95.00,0.446149,4.256250,14.259537,41.328006,0.0469,0.8906
both,non_symmetric,1.0,1.0,softmax,top50,8,40,20,1,43,17,0.111142,95.00,1.410790,16.410661,10.735948,43.591669,0.0460,0.7812
both,non_symmetric,1.0,1.0,softmax,top50,8,40,20,2,44,25,0.084187,85.00,0.699977,14.607344,11.860045,42.607315,0.0469,1.1719
both,non_symmetric,1.0,1.0,softmax,top50,8,40,20,3,45,15,0.101572,95.00,0.947031,9.196262,12.406034,43.487958,0.0437,0.6562
both,non_symmetric,1.0,1.0,softmax,top50,8,40,20,4,46,17,0.125099,95.00,0.441683,15.254534,10.999715,44.036002,0.0460,0.7812
both,non_symmetric,1.0,1.0,softmax,top50,8,40,20,5,47,14,0.084617,95.00,0.589467,9.668027,12.096186,42.742492,0.0469,0.6562
both,non_symmetric,1.0,1.0,softmax,top50,8,40,20,6,48,22,0.098782,85.00,1.021079,9.221964,12.149691,39.241378,0.0497,1.0938
both,non_symmetric,1.0,1.0,softmax,top50,8,40,20,7,49,17,0.153878,95.00,0.630949,4.813532,12.160725,38.366069,0.0441,0.7500
both,non_symmetric,1.0,1.0,softmax,top50,8,40,20,8,50,18,1.829907,85.00,0.722656,4.114420,12.052839,26.305729,0.0443,0.7969
both,non_symmetric,1.0,1.0,softmax,top50,8,40,20,9,51,24,1.506592,95.00,0.491139,16.891340,12.009773,43.938546,0.0625,1.5000
both,non_symmetric,1.0,1.0,regret,top50,1,5,20,0,42,1,1.270247,85.00,0.583406,6.150920,10.575905,44.078699,0.0625,0.0625
both,non_symmetric,1.0,1.0,regret,top50,1,5,20,1,43,1,0.857726,85.00,0.677142,6.110768,9.209246,44.272709,0.0469,0.0469
both,non_symmetric,1.0,1.0,regret,top50,1,5,20,2,44,1,0.883310,80.00,0.602174,5.635433,10.416201,44.322257,0.0469,0.0469
both,non_symmetric,1.0,1.0,regret,top50,1,5,20,3,45,1,1.076873,75.00,0.602671,6.751976,10.568043,44.299241,0.0625,0.0625
both,non_symmetric,1.0,1.0,regret,top50,1,5,20,4,46,2,0.418948,80.00,0.474702,5.252508,11.842634,44.055960,0.0703,0.1406
both,non_symmetric,1.0,1.0,regret,top50,1,5,20,5,47,2,1.350933,75.00,0.549956,5.325254,11.857996,43.965083,0.0312,0.0625
both,non_symmetric,1.0,1.0,regret,top50,1,5,20,6,48,4,0.619230,85.00,0.623137,4.711963,10.766476,42.800769,0.0391,0.1562
both,non_symmetric,1.0,1.0,regret,top50,1,5,20,7,49,1,0.476529,75.00,0.470047,4.539802,10.379995,44.373466,0.0312,0.0312
both,non_symmetric,1.0,1.0,regret,top50,1,5,20,8,50,2,0.445754,80.00,0.505477,4.032619,10.460560,43.900488,0.0469,0.0938
both,non_symmetric,1.0,1.0,regret,top50,1,5,20,9,51,2,0.847229,85.00,0.759498,8.144059,11.170514,44.364143,0.0469,0.0938
both,non_symmetric,1.0,1.0,regret,top50,2,10,20,0,42,5,1.206053,85.00,0.638738,5.208911,11.219275,43.666899,0.0406,0.2031
both,non_symmetric,1.0,1.0,regret,top50,2,10,20,1,43,1,1.751076,85.00,0.677142,6.110768,9.209246,44.272709,0.0469,0.0469
both,non_symmetric,1.0,1.0,regret,top50,2,10,20,2,44,5,1.104268,85.00,0.520785,6.077677,12.073282,41.716283,0.0469,0.2344
both,non_symmetric,1.0,1.0,regret,top50,2,10,20,3,45,4,0.597494,75.00,0.450427,4.873462,10.844843,44.196060,0.0391,0.1562
both,non_symmetric,1.0,1.0,regret,top50,2,10,20,4,46,5,0.812886,95.00,0.488883,6.749516,12.374011,42.773868,0.0437,0.2188
both,non_symmetric,1.0,1.0,regret,top50,2,10,20,5,47,6,1.368057,85.00,0.455701,4.498848,10.708658,42.902225,0.0391,0.2344
both,non_symmetric,1.0,1.0,regret,top50,2,10,20,6,48,4,0.816617,85.00,0.579465,3.824063,11.328403,43.612834,0.0430,0.1719
both,non_symmetric,1.0,1.0,regret,top50,2,10,20,7,49,6,0.515041,85.00,0.522071,4.182023,10.116331,43.866156,0.0521,0.3125
both,non_symmetric,1.0,1.0,regret,top50,2,10,20,8,50,3,1.214847,90.00,0.501063,5.789017,11.566351,44.040000,0.0521,0.1562
both,non_symmetric,1.0,1.0,regret,top50,2,10,20,9,51,6,0.918423,80.00,0.677442,5.080299,11.939569,43.792414,0.0417,0.2500
both,non_symmetric,1.0,1.0,regret,top50,4,20,20,0,42,9,0.696659,85.00,0.736552,6.402894,11.960690,43.648113,0.0469,0.4219
both,non_symmetric,1.0,1.0,regret,top50,4,20,20,1,43,13,0.943841,85.00,1.314131,11.622236,11.982718,39.241911,0.0433,0.5625
both,non_symmetric,1.0,1.0,regret,top50,4,20,20,2,44,13,0.690582,95.00,0.507805,7.565797,13.953351,43.611755,0.0445,0.5781
both,non_symmetric,1.0,1.0,regret,top50,4,20,20,3,45,10,0.308271,75.00,0.710446,3.654170,13.198280,43.118924,0.0391,0.3906
both,non_symmetric,1.0,1.0,regret,top50,4,20,20,4,46,8,0.488009,85.00,0.455383,5.775935,11.728862,43.805984,0.0410,0.3281
both,non_symmetric,1.0,1.0,regret,top50,4,20,20,5,47,12,0.800993,95.00,0.648497,6.894267,12.365290,41.033901,0.0456,0.5469
both,non_symmetric,1.0,1.0,regret,top50,4,20,20,6,48,7,1.432528,80.00,0.498681,6.209683,12.470312,44.268852,0.0446,0.3125
both,non_symmetric,1.0,1.0,regret,top50,4,20,20,7,49,6,0.678632,95.00,0.496327,7.073562,11.742693,43.379121,0.0469,0.2812
both,non_symmetric,1.0,1.0,regret,top50,4,20,20,8,50,13,0.153944,85.00,0.663873,4.578424,12.852513,40.741178,0.0637,0.8281
both,non_symmetric,1.0,1.0,regret,top50,4,20,20,9,51,8,0.726520,95.00,0.492321,6.360385,12.786654,43.989818,0.0547,0.4375
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,0,42,16,0.223956,85.00,0.360427,6.370767,13.892918,38.616461,0.0439,0.7031
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,1,43,14,0.235497,95.00,1.178708,6.101672,10.843530,43.207924,0.0424,0.5938
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,2,44,15,0.219323,95.00,0.676793,6.422748,12.612221,43.044805,0.0406,0.6094
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,3,45,11,0.090029,85.00,0.719841,4.928367,11.688919,43.955434,0.0497,0.5469
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,4,46,11,0.340896,95.00,0.602699,8.051073,11.108162,43.637885,0.0398,0.4375
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,5,47,11,0.553015,95.00,0.540789,6.802576,12.838772,43.365270,0.0426,0.4688
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,6,48,17,0.293753,95.00,1.197501,3.605001,13.647396,39.130303,0.0423,0.7188
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,7,49,15,0.257784,95.00,0.657143,9.242116,12.320774,42.359557,0.0583,0.8750
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,8,50,23,0.002095,85.00,0.996549,5.705951,11.591006,39.405641,0.0414,0.9531
both,non_symmetric,1.0,1.0,regret,top50,8,40,20,9,51,60,0.002105,85.00,1.068168,23.766818,10.957356,31.693367,0.0464,2.7812
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,0,42,4,0.364278,85.00,0.468533,7.836325,9.471318,43.407015,0.0469,0.1875
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,1,43,7,0.186547,95.00,0.731336,11.156327,11.963224,43.609643,0.0469,0.3281
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,2,44,7,0.157961,85.00,0.433908,10.678743,11.621052,43.879877,0.0424,0.2969
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,3,45,7,0.175170,100.00,0.587992,5.559657,11.731289,41.685267,0.0446,0.3125
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,4,46,6,0.112747,80.00,0.708395,7.710558,12.426069,42.784173,0.0469,0.2812
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,5,47,8,0.043891,95.00,0.970935,8.355568,10.951768,44.206702,0.0410,0.3281
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,6,48,10,0.075319,95.00,0.938250,4.082187,12.924118,42.014628,0.0453,0.4531
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,7,49,6,0.108219,85.00,0.548556,5.384290,11.193796,43.259505,0.0417,0.2500
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,8,50,6,0.152288,75.00,0.509636,8.006641,12.322389,43.038457,0.0417,0.2500
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,9,51,6,0.435536,85.00,0.617236,8.805299,11.723825,44.276846,0.0469,0.2812
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,0,42,8,0.372384,80.00,0.497786,6.618336,11.606761,43.341292,0.0469,0.3750
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,1,43,7,0.486352,90.00,0.638521,8.639105,12.330939,42.442521,0.0446,0.3125
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,2,44,12,0.169190,75.00,0.639157,12.679597,12.575207,43.130786,0.0456,0.5469
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,3,45,8,0.294566,90.00,0.578384,2.063324,12.690627,41.053327,0.0527,0.4219
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,4,46,8,0.188725,90.00,0.345423,8.014422,12.113549,42.770631,0.0449,0.3594
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,5,47,10,0.111876,95.00,0.602235,8.093259,11.683562,43.201143,0.0453,0.4531
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,6,48,10,0.093989,85.00,0.860686,10.305288,12.366790,43.598321,0.0469,0.4688
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,7,49,9,0.150616,95.00,0.621220,10.211368,11.304663,42.838811,0.0417,0.3750
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,8,50,8,0.207139,85.00,0.646541,5.874209,12.700773,44.175483,0.0469,0.3750
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,9,51,9,0.133200,75.00,0.666375,9.349615,10.700772,44.202050,0.0451,0.4062
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,0,42,14,0.125557,85.00,0.726667,4.551720,11.511405,43.027122,0.0458,0.6406
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,1,43,14,0.296807,85.00,0.870080,12.831373,11.942212,43.728822,0.0469,0.6562
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,2,44,15,0.319639,95.00,0.470868,8.202751,12.963132,42.999059,0.0448,0.6719
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,3,45,13,0.353466,90.00,0.838846,6.042912,12.454343,39.448790,0.0421,0.5469
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,4,46,11,0.187565,95.00,0.424765,8.927547,11.110112,43.722414,0.0426,0.4688
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,5,47,16,0.164409,95.00,0.621944,5.510319,12.300030,40.862850,0.0400,0.6406
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,6,48,14,0.272012,75.00,0.941048,9.682144,11.637868,42.791482,0.0458,0.6406
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,7,49,10,0.301506,95.00,0.549083,6.706940,12.118081,43.080995,0.0469,0.4688
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,8,50,12,0.200138,85.00,0.708810,8.286546,10.832887,41.142178,0.0430,0.5156
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,9,51,11,0.168908,85.00,0.560763,14.971151,11.457126,44.386129,0.0483,0.5312
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,0,42,16,0.337315,95.00,0.391337,6.805687,13.119900,42.480699,0.0430,0.6875
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,1,43,17,0.379782,95.00,1.229188,16.320110,12.822065,43.901209,0.0450,0.7656
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,2,44,20,0.282988,95.00,0.674260,11.981731,11.937278,42.960520,0.0437,0.8750
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,3,45,14,0.388751,90.00,0.904605,8.805947,12.393207,43.998164,0.0446,0.6250
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,4,46,13,0.331259,95.00,0.532360,13.199460,12.635094,43.930235,0.0445,0.5781
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,5,47,13,0.336645,95.00,0.667484,6.907531,11.636695,42.867566,0.0457,0.5938
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,6,48,19,0.322558,85.00,0.924580,10.884300,12.037736,39.471566,0.0419,0.7969
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,7,49,15,0.423365,95.00,0.603722,2.708920,11.982715,41.229869,0.0448,0.6719
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,8,50,18,2.225173,85.00,0.660532,5.260654,12.272302,32.632689,0.0417,0.7500
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,9,51,26,1.597227,85.00,0.630187,17.930765,13.026948,43.229415,0.0457,1.1875
both,symmetric,1.0,1.0,binary,top50,1,5,20,0,42,1,0.500000,85.00,0.583406,6.150920,10.575905,44.078699,0.0469,0.0469
both,symmetric,1.0,1.0,binary,top50,1,5,20,1,43,1,0.420000,85.00,0.677142,6.110768,9.209246,44.272709,0.0312,0.0312
both,symmetric,1.0,1.0,binary,top50,1,5,20,2,44,1,0.460000,80.00,0.602174,5.635433,10.416201,44.322257,0.0312,0.0312
both,symmetric,1.0,1.0,binary,top50,1,5,20,3,45,1,0.480000,75.00,0.602671,6.751976,10.568043,44.299241,0.0312,0.0312
both,symmetric,1.0,1.0,binary,top50,1,5,20,4,46,2,0.380000,85.00,0.742100,5.399952,12.517589,44.170803,0.0391,0.0781
both,symmetric,1.0,1.0,binary,top50,1,5,20,5,47,3,0.380000,85.00,0.520156,6.643245,10.801513,43.626547,0.0365,0.1094
both,symmetric,1.0,1.0,binary,top50,1,5,20,6,48,3,0.420000,85.00,0.582040,7.994847,11.939511,44.039106,0.0312,0.0938
both,symmetric,1.0,1.0,binary,top50,1,5,20,7,49,1,0.400000,75.00,0.470047,4.539802,10.379995,44.373466,0.0469,0.0469
both,symmetric,1.0,1.0,binary,top50,1,5,20,8,50,2,0.360000,95.00,0.614660,7.023993,12.093311,44.079760,0.0391,0.0781
both,symmetric,1.0,1.0,binary,top50,1,5,20,9,51,2,0.460000,75.00,0.644424,9.518484,11.044212,44.338427,0.0312,0.0625
both,symmetric,1.0,1.0,binary,top50,2,10,20,0,42,7,0.380000,85.00,0.691469,5.528567,13.259196,42.620145,0.0446,0.3125
both,symmetric,1.0,1.0,binary,top50,2,10,20,1,43,1,0.860000,85.00,0.677142,6.110768,9.209246,44.272709,0.0469,0.0469
both,symmetric,1.0,1.0,binary,top50,2,10,20,2,44,9,0.500000,75.00,0.795397,6.267385,13.206058,41.994260,0.0434,0.3906
both,symmetric,1.0,1.0,binary,top50,2,10,20,3,45,5,0.600000,75.00,0.505066,2.793577,10.834494,42.941702,0.0437,0.2188
both,symmetric,1.0,1.0,binary,top50,2,10,20,4,46,5,0.520000,95.00,0.526005,5.009325,10.568086,43.554956,0.0406,0.2031
both,symmetric,1.0,1.0,binary,top50,2,10,20,5,47,6,0.420000,80.00,0.564223,7.923632,12.789395,43.868689,0.0391,0.2344
both,symmetric,1.0,1.0,binary,top50,2,10,20,6,48,5,0.520000,85.00,0.491315,5.805369,13.263214,43.573375,0.0375,0.1875
both,symmetric,1.0,1.0,binary,top50,2,10,20,7,49,5,0.460000,85.00,0.630432,6.095383,12.315655,44.186205,0.0375,0.1875
both,symmetric,1.0,1.0,binary,top50,2,10,20,8,50,6,0.560000,75.00,0.443768,5.609851,12.736224,42.747824,0.0365,0.2188
both,symmetric,1.0,1.0,binary,top50,2,10,20,9,51,7,0.620000,80.00,0.424502,6.847665,13.070742,43.521542,0.0379,0.2656
both,symmetric,1.0,1.0,binary,top50,4,20,20,0,42,8,0.780000,85.00,0.738414,6.547445,12.874212,41.272529,0.0352,0.2812
