network,optimizer,fitness_type,chance_temperature,utility_temperature,pct,n_decision_rules,total_rules,rep,seed,acc_best,acc_mean,acc_worst,sat_acc_mean,n_satisfiers,stop_generation,cpu_total
bypass,umda,softmax,2.0,2.0,20,4,20,4,46,95.0,84.6,75.0,,0,50,2.65625
bypass,umda,regret,0.5,0.5,20,4,20,0,42,85.0,65.2,55.00000000000001,65.3061224489796,49,50,2.6875
bypass,umda,regret,0.5,0.5,20,4,20,1,43,85.0,74.1,65.0,74.1,50,50,2.71875
bypass,umda,regret,0.5,0.5,20,4,20,2,44,95.0,67.2,45.0,67.2,50,50,2.625
bypass,umda,regret,0.5,0.5,20,4,20,3,45,75.0,56.4,45.0,56.4,50,50,2.484375
bypass,umda,regret,0.5,0.5,20,4,20,4,46,90.0,68.0,50.0,68.0,50,50,2.859375
bypass,umda,regret,0.5,1.0,20,4,20,0,42,75.0,59.1,45.0,59.1,50,50,2.53125
bypass,umda,regret,0.5,1.0,20,4,20,1,43,80.0,68.8,55.00000000000001,68.8,50,50,2.90625
bypass,umda,regret,0.5,1.0,20,4,20,2,44,95.0,71.9,55.00000000000001,71.9,50,50,2.6875
bypass,umda,regret,0.5,1.0,20,4,20,3,45,75.0,64.6,55.00000000000001,64.6938775510204,49,50,2.609375
bypass,umda,regret,0.5,1.0,20,4,20,4,46,95.0,70.1,45.0,70.61224489795919,49,50,2.625
bypass,umda,regret,0.5,2.0,20,4,20,0,42,90.0,70.9,55.00000000000001,70.9,50,50,2.625
bypass,umda,regret,0.5,2.0,20,4,20,1,43,75.0,66.0,55.00000000000001,66.0,50,50,2.828125
bypass,umda,regret,0.5,2.0,20,4,20,2,44,95.0,73.8,65.0,73.8,50,50,2.578125
bypass,umda,regret,0.5,2.0,20,4,20,3,45,65.0,58.6,55.00000000000001,58.6,50,50,2.703125
bypass,umda,regret,0.5,2.0,20,4,20,4,46,85.0,67.1,50.0,67.1,50,50,2.84375
bypass,umda,regret,1.0,0.5,20,4,20,0,42,85.0,63.0,45.0,63.36734693877551,49,50,3.140625
bypass,umda,regret,1.0,0.5,20,4,20,1,43,85.0,73.6,55.00000000000001,73.6,50,50,2.5625
bypass,umda,regret,1.0,0.5,20,4,20,2,44,95.0,76.9,60.0,76.9,50,50,2.46875
bypass,umda,regret,1.0,0.5,20,4,20,3,45,85.0,69.3,45.0,69.3,50,50,2.734375
bypass,umda,regret,1.0,0.5,20,4,20,4,46,80.0,62.6,50.0,62.6,50,50,2.640625
bypass,umda,regret,1.0,1.0,20,4,20,0,42,75.0,60.6,45.0,60.6,50,50,2.53125
bypass,umda,regret,1.0,1.0,20,4,20,1,43,85.0,70.5,55.00000000000001,70.5,50,50,2.515625
bypass,umda,regret,1.0,1.0,20,4,20,2,44,95.0,83.4,65.0,83.4,50,50,2.53125
bypass,umda,regret,1.0,1.0,20,4,20,3,45,65.0,54.2,35.0,54.2,50,50,2.5625
bypass,umda,regret,1.0,1.0,20,4,20,4,46,85.0,61.2,50.0,61.2,50,50,2.515625
bypass,umda,regret,1.0,2.0,20,4,20,0,42,75.0,59.8,45.0,60.10204081632653,49,50,2.875
bypass,umda,regret,1.0,2.0,20,4,20,1,43,85.0,69.0,55.00000000000001,69.0,50,50,2.65625
bypass,umda,regret,1.0,2.0,20,4,20,2,44,95.0,83.2,65.0,83.2,50,50,2.578125
bypass,umda,regret,1.0,2.0,20,4,20,3,45,75.0,57.8,45.0,57.8,50,50,2.5625
bypass,umda,regret,1.0,2.0,20,4,20,4,46,90.0,72.3,60.0,72.3,50,50,2.609375
bypass,umda,regret,2.0,0.5,20,4,20,0,42,75.0,67.3,45.0,67.3,50,50,2.671875
bypass,umda,regret,2.0,0.5,20,4,20,1,43,75.0,68.4,50.0,68.75,48,51,2.6875
bypass,umda,regret,2.0,0.5,20,4,20,2,44,95.0,77.2,75.0,77.2,50,50,2.859375
bypass,umda,regret,2.0,0.5,20,4,20,3,45,85.0,55.4,45.0,55.4,50,50,2.546875
bypass,umda,regret,2.0,0.5,20,4,20,4,46,90.0,71.0,50.0,71.42857142857143,49,50,2.75
bypass,umda,regret,2.0,1.0,20,4,20,0,42,75.0,59.5,45.0,59.59183673469388,49,50,2.59375
bypass,umda,regret,2.0,1.0,20,4,20,1,43,85.0,68.2,55.00000000000001,68.2,50,50,2.78125
bypass,umda,regret,2.0,1.0,20,4,20,2,44,95.0,75.4,65.0,75.4,50,50,2.734375
bypass,umda,regret,2.0,1.0,20,4,20,3,45,75.0,61.3,45.0,61.3,50,50,2.6875
bypass,umda,regret,2.0,1.0,20,4,20,4,46,90.0,76.9,65.0,76.9,50,50,2.890625
bypass,umda,regret,2.0,2.0,20,4,20,0,42,75.0,51.8,45.0,51.8,50,50,2.5625
bypass,umda,regret,2.0,2.0,20,4,20,1,43,75.0,60.6,45.0,60.6,50,50,2.453125
bypass,umda,regret,2.0,2.0,20,4,20,2,44,75.0,53.5,45.0,53.5,50,50,2.546875
bypass,umda,regret,2.0,2.0,20,4,20,3,45,75.0,57.7,45.0,57.7,50,50,2.65625
bypass,umda,regret,2.0,2.0,20,4,20,4,46,95.0,80.8,65.0,80.8,50,50,2.515625
bypass,umda,entropy,0.5,0.5,20,4,20,0,42,75.0,67.8,65.0,,0,50,2.828125
bypass,umda,entropy,0.5,0.5,20,4,20,1,43,85.0,75.6,55.00000000000001,,0,50,2.828125
bypass,umda,entropy,0.5,0.5,20,4,20,2,44,85.0,65.1,55.00000000000001,,0,50,2.6875
bypass,umda,entropy,0.5,0.5,20,4,20,3,45,85.0,70.6,45.0,,0,50,2.71875
bypass,umda,entropy,0.5,0.5,20,4,20,4,46,85.0,76.2,55.00000000000001,,0,50,2.703125
bypass,umda,entropy,0.5,1.0,20,4,20,0,42,75.0,58.8,45.0,,0,50,3.078125
bypass,umda,entropy,0.5,1.0,20,4,20,1,43,75.0,59.2,45.0,,0,50,2.78125
bypass,umda,entropy,0.5,1.0,20,4,20,2,44,95.0,87.1,75.0,,0,50,2.59375
bypass,umda,entropy,0.5,1.0,20,4,20,3,45,75.0,67.0,55.00000000000001,,0,50,2.9375
bypass,umda,entropy,0.5,1.0,20,4,20,4,46,95.0,77.7,65.0,,0,50,2.65625
bypass,umda,entropy,0.5,2.0,20,4,20,0,42,75.0,58.0,45.0,,0,50,2.90625
bypass,umda,entropy,0.5,2.0,20,4,20,1,43,75.0,65.6,55.00000000000001,,0,50,2.859375
bypass,umda,entropy,0.5,2.0,20,4,20,2,44,75.0,75.0,75.0,,0,50,2.71875
bypass,umda,entropy,0.5,2.0,20,4,20,3,45,75.0,65.2,55.00000000000001,,0,50,2.6875
bypass,umda,entropy,0.5,2.0,20,4,20,4,46,95.0,77.2,55.00000000000001,,0,50,2.84375
bypass,umda,entropy,1.0,0.5,20,4,20,0,42,75.0,48.8,35.0,,0,50,2.921875
bypass,umda,entropy,1.0,0.5,20,4,20,1,43,85.0,69.8,55.00000000000001,,0,50,3.046875
bypass,umda,entropy,1.0,0.5,20,4,20,2,44,85.0,72.6,55.00000000000001,,0,50,2.671875
bypass,umda,entropy,1.0,0.5,20,4,20,3,45,75.0,62.3,50.0,,0,50,2.96875
bypass,umda,entropy,1.0,0.5,20,4,20,4,46,75.0,65.0,55.00000000000001,,0,50,3.78125
bypass,umda,entropy,1.0,1.0,20,4,20,0,42,80.0,58.0,35.0,,0,50,3.890625
bypass,umda,entropy,1.0,1.0,20,4,20,1,43,85.0,63.5,55.00000000000001,,0,50,4.125
bypass,umda,entropy,1.0,1.0,20,4,20,2,44,85.0,74.2,55.00000000000001,,0,50,4.0
bypass,umda,entropy,1.0,1.0,20,4,20,3,45,75.0,64.3,45.0,,0,50,4.046875
bypass,umda,entropy,1.0,1.0,20,4,20,4,46,95.0,75.1,55.00000000000001,,0,50,3.609375
bypass,umda,entropy,1.0,2.0,20,4,20,0,42,85.0,60.3,45.0,,0,50,4.046875
bypass,umda,entropy,1.0,2.0,20,4,20,1,43,85.0,72.1,55.00000000000001,,0,50,3.71875
bypass,umda,entropy,1.0,2.0,20,4,20,2,44,85.0,76.6,65.0,,0,50,3.0625
bypass,umda,entropy,1.0,2.0,20,4,20,3,45,85.0,59.4,45.0,,0,50,2.65625
bypass,umda,entropy,1.0,2.0,20,4,20,4,46,95.0,85.5,75.0,,0,50,2.796875
bypass,umda,entropy,2.0,0.5,20,4,20,0,42,65.0,55.6,40.0,,0,50,2.65625
bypass,umda,entropy,2.0,0.5,20,4,20,1,43,85.0,74.6,65.0,,0,50,2.578125
bypass,umda,entropy,2.0,0.5,20,4,20,2,44,85.0,71.0,55.00000000000001,,0,50,2.828125
bypass,umda,entropy,2.0,0.5,20,4,20,3,45,75.0,54.8,35.0,,0,50,2.765625
bypass,umda,entropy,2.0,0.5,20,4,20,4,46,85.0,74.1,65.0,,0,50,2.75
bypass,umda,entropy,2.0,1.0,20,4,20,0,42,75.0,59.0,45.0,,0,50,2.8125
bypass,umda,entropy,2.0,1.0,20,4,20,1,43,95.0,75.2,55.00000000000001,,0,50,2.875
bypass,umda,entropy,2.0,1.0,20,4,20,2,44,85.0,74.8,65.0,,0,50,2.84375
bypass,umda,entropy,2.0,1.0,20,4,20,3,45,75.0,66.0,45.0,,0,50,2.71875
bypass,umda,entropy,2.0,1.0,20,4,20,4,46,95.0,81.0,65.0,,0,50,2.953125
bypass,umda,entropy,2.0,2.0,20,4,20,0,42,85.0,61.7,45.0,,0,50,2.765625
bypass,umda,entropy,2.0,2.0,20,4,20,1,43,95.0,73.6,55.00000000000001,,0,50,2.796875
bypass,umda,entropy,2.0,2.0,20,4,20,2,44,85.0,74.2,65.0,,0,50,3.015625
bypass,umda,entropy,2.0,2.0,20,4,20,3,45,75.0,64.3,45.0,,0,50,2.71875
bypass,umda,entropy,2.0,2.0,20,4,20,4,46,95.0,84.8,75.0,,0,50,2.890625
bypass,emna,binary,0.5,0.5,20,4,20,0,42,95.0,78.7,30.0,80.0,48,51,2.734375
bypass,emna,binary,0.5,0.5,20,4,20,1,43,95.0,77.7,55.00000000000001,77.75510204081633,49,50,2.90625
bypass,emna,binary,0.5,0.5,20,4,20,2,44,100.0,90.3,75.0,90.20408163265306,49,50,2.6875
bypass,emna,binary,0.5,0.5,20,4,20,3,45,100.0,82.4,65.0,82.6086956521739,46,58,3.03125
bypass,emna,binary,0.5,0.5,20,4,20,4,46,100.0,83.4,65.0,83.88888888888889,45,50,2.59375
bypass,emna,binary,0.5,1.0,20,4,20,0,42,85.0,58.1,35.0,58.57142857142857,49,50,2.46875
bypass,emna,binary,0.5,1.0,20,4,20,1,43,90.0,61.9,35.0,61.9,50,50,2.71875
bypass,emna,binary,0.5,1.0,20,4,20,2,44,95.0,85.8,65.0,86.04166666666667,48,50,2.65625
bypass,emna,binary,0.5,1.0,20,4,20,3,45,95.0,66.3,45.0,66.41304347826087,46,50,2.8125
bypass,emna,binary,0.5,1.0,20,4,20,4,46,95.0,74.3,55.00000000000001,75.0,46,51,2.71875
bypass,emna,binary,0.5,2.0,20,4,20,0,42,85.0,69.2,50.0,69.04255319148936,47,52,2.9375
bypass,emna,binary,0.5,2.0,20,4,20,1,43,85.0,57.6,40.0,58.020833333333336,48,50,4.1875
bypass,emna,binary,0.5,2.0,20,4,20,2,44,95.0,68.8,45.0,68.75,48,50,5.84375
bypass,emna,binary,0.5,2.0,20,4,20,3,45,85.0,66.5,35.0,67.06521739130434,46,71,7.875
bypass,emna,binary,0.5,2.0,20,4,20,4,46,90.0,61.9,45.0,61.70212765957447,47,51,4.6875
bypass,emna,binary,1.0,0.5,20,4,20,0,42,85.0,64.3,45.0,64.6938775510204,49,52,4.90625
bypass,emna,binary,1.0,0.5,20,4,20,1,43,90.0,63.4,45.0,63.4,50,50,4.65625
bypass,emna,binary,1.0,0.5,20,4,20,2,44,100.0,90.6,65.0,90.95744680851064,47,53,4.125
bypass,emna,binary,1.0,0.5,20,4,20,3,45,85.0,67.0,45.0,66.73913043478261,46,51,4.578125
bypass,emna,binary,1.0,0.5,20,4,20,4,46,85.0,65.7,45.0,65.77777777777777,45,53,4.375
bypass,emna,binary,1.0,1.0,20,4,20,0,42,95.0,71.2,45.0,71.77777777777777,45,50,3.640625
bypass,emna,binary,1.0,1.0,20,4,20,1,43,80.0,66.3,55.00000000000001,66.5625,48,50,2.40625
bypass,emna,binary,1.0,1.0,20,4,20,2,44,95.0,69.7,35.0,70.11111111111111,45,51,2.65625
bypass,emna,binary,1.0,1.0,20,4,20,3,45,85.0,57.3,35.0,57.77777777777778,45,66,3.390625
bypass,emna,binary,1.0,1.0,20,4,20,4,46,85.0,64.9,45.0,66.41304347826087,46,54,2.671875
bypass,emna,binary,1.0,2.0,20,4,20,0,42,75.0,61.1,45.0,62.11111111111112,45,50,2.5
bypass,emna,binary,1.0,2.0,20,4,20,1,43,75.0,55.3,35.0,55.208333333333336,48,50,2.359375
bypass,emna,binary,1.0,2.0,20,4,20,2,44,95.0,73.6,50.0,73.40425531914893,47,51,2.484375
bypass,emna,binary,1.0,2.0,20,4,20,3,45,85.0,68.4,45.0,69.22222222222223,45,51,2.5
bypass,emna,binary,1.0,2.0,20,4,20,4,46,95.0,76.2,55.00000000000001,77.33333333333333,45,50,2.5625
bypass,emna,binary,2.0,0.5,20,4,20,0,42,95.0,67.8,35.0,69.55555555555556,45,51,2.34375
bypass,emna,binary,2.0,0.5,20,4,20,1,43,75.0,56.4,45.0,56.4,50,50,2.5
bypass,emna,binary,2.0,0.5,20,4,20,2,44,95.0,78.0,55.00000000000001,77.93478260869566,46,51,2.703125
bypass,emna,binary,2.0,0.5,20,4,20,3,45,85.0,64.9,45.0,64.89795918367346,49,52,2.734375
bypass,emna,binary,2.0,0.5,20,4,20,4,46,95.0,75.2,55.00000000000001,75.11111111111111,45,50,2.578125
bypass,emna,binary,2.0,1.0,20,4,20,0,42,85.0,65.5,55.00000000000001,65.40816326530613,49,50,2.578125
bypass,emna,binary,2.0,1.0,20,4,20,1,43,95.0,73.4,45.0,75.22222222222223,45,50,2.65625
bypass,emna,binary,2.0,1.0,20,4,20,2,44,95.0,79.9,65.0,80.20833333333333,48,50,2.484375
bypass,emna,binary,2.0,1.0,20,4,20,3,45,85.0,70.3,55.00000000000001,70.10416666666667,48,52,2.5625
bypass,emna,binary,2.0,1.0,20,4,20,4,46,85.0,66.8,45.0,67.06521739130434,46,73,4.40625
bypass,emna,binary,2.0,2.0,20,4,20,0,42,85.0,64.2,45.0,64.18367346938776,49,50,3.328125
bypass,emna,binary,2.0,2.0,20,4,20,1,43,85.0,64.0,45.0,63.85416666666666,48,50,3.296875
bypass,emna,binary,2.0,2.0,20,4,20,2,44,85.0,67.3,55.00000000000001,67.65957446808511,47,50,3.140625
bypass,emna,binary,2.0,2.0,20,4,20,3,45,85.0,60.6,35.0,61.11111111111112,45,61,3.4375
bypass,emna,binary,2.0,2.0,20,4,20,4,46,85.0,71.2,55.00000000000001,71.0204081632653,49,52,2.765625
bypass,emna,margin,0.5,0.5,20,4,20,0,42,85.0,62.8,45.0,62.77777777777778,45,52,3.546875
bypass,emna,margin,0.5,0.5,20,4,20,1,43,95.0,75.4,55.00000000000001,75.61224489795919,49,50,3.265625
bypass,emna,margin,0.5,0.5,20,4,20,2,44,95.0,89.0,75.0,89.0,45,75,4.1875
bypass,emna,margin,0.5,0.5,20,4,20,3,45,85.0,75.3,65.0,75.63829787234043,47,51,2.890625
bypass,emna,margin,0.5,0.5,20,4,20,4,46,95.0,74.6,55.00000000000001,75.0,46,56,3.15625
bypass,emna,margin,0.5,1.0,20,4,20,0,42,95.0,68.0,45.0,69.33333333333333,45,51,2.9375
bypass,emna,margin,0.5,1.0,20,4,20,1,43,90.0,75.3,55.00000000000001,75.2127659574468,47,50,2.921875
bypass,emna,margin,0.5,1.0,20,4,20,2,44,95.0,88.4,65.0,89.0,45,50,2.765625
bypass,emna,margin,0.5,1.0,20,4,20,3,45,75.0,53.6,35.0,53.77777777777778,45,55,2.90625
bypass,emna,margin,0.5,1.0,20,4,20,4,46,90.0,77.6,65.0,77.93478260869566,46,100,5.53125
bypass,emna,margin,0.5,2.0,20,4,20,0,42,85.0,62.8,45.0,62.60416666666666,48,52,2.671875
bypass,emna,margin,0.5,2.0,20,4,20,1,43,80.0,66.8,45.0,66.73913043478261,46,50,2.859375
bypass,emna,margin,0.5,2.0,20,4,20,2,44,75.0,61.4,45.0,61.95652173913044,46,64,3.609375
bypass,emna,margin,0.5,2.0,20,4,20,3,45,75.0,54.9,35.0,55.11111111111112,45,52,2.796875
bypass,emna,margin,0.5,2.0,20,4,20,4,46,85.0,65.8,45.0,65.83333333333333,42,100,5.0625
bypass,emna,margin,1.0,0.5,20,4,20,0,42,95.0,77.6,55.00000000000001,77.55319148936171,47,50,2.46875
bypass,emna,margin,1.0,0.5,20,4,20,1,43,75.0,60.4,45.0,60.72916666666666,48,72,3.578125
bypass,emna,margin,1.0,0.5,20,4,20,2,44,80.0,66.1,55.00000000000001,66.44444444444444,45,54,2.890625
bypass,emna,margin,1.0,0.5,20,4,20,3,45,75.0,66.8,45.0,66.66666666666667,45,51,2.625
bypass,emna,margin,1.0,0.5,20,4,20,4,46,85.0,66.9,50.0,66.95652173913044,46,50,2.515625
bypass,emna,margin,1.0,1.0,20,4,20,0,42,100.0,81.6,55.00000000000001,81.38297872340425,47,52,2.875
bypass,emna,margin,1.0,1.0,20,4,20,1,43,75.0,62.4,45.0,62.4,50,50,2.625
bypass,emna,margin,1.0,1.0,20,4,20,2,44,75.0,61.7,45.0,61.84782608695652,46,52,2.71875
bypass,emna,margin,1.0,1.0,20,4,20,3,45,75.0,57.5,35.0,57.234042553191486,47,68,3.328125
bypass,emna,margin,1.0,1.0,20,4,20,4,46,95.0,78.4,50.0,78.57142857142857,35,100,5.078125
bypass,emna,margin,1.0,2.0,20,4,20,0,42,85.0,69.8,55.00000000000001,69.78260869565217,46,59,3.0
bypass,emna,margin,1.0,2.0,20,4,20,1,43,65.0,50.8,45.0,50.8,50,50,2.765625
bypass,emna,margin,1.0,2.0,20,4,20,2,44,95.0,87.3,60.0,87.22222222222223,45,75,3.71875
bypass,emna,margin,1.0,2.0,20,4,20,3,45,85.0,71.6,55.00000000000001,72.44680851063829,47,75,3.671875
bypass,emna,margin,1.0,2.0,20,4,20,4,46,95.0,70.2,50.0,70.21739130434783,46,91,4.625
bypass,emna,margin,2.0,0.5,20,4,20,0,42,95.0,72.9,50.0,73.66666666666667,45,54,2.734375
bypass,emna,margin,2.0,0.5,20,4,20,1,43,85.0,57.1,35.0,56.93877551020408,49,50,2.5625
bypass,emna,margin,2.0,0.5,20,4,20,2,44,95.0,78.0,50.0,77.1875,32,100,5.21875
bypass,emna,margin,2.0,0.5,20,4,20,3,45,95.0,67.7,55.00000000000001,68.29787234042553,47,65,3.359375
bypass,emna,margin,2.0,0.5,20,4,20,4,46,85.0,68.5,55.00000000000001,68.29787234042553,47,50,2.734375
bypass,emna,margin,2.0,1.0,20,4,20,0,42,95.0,77.7,55.00000000000001,78.26086956521739,46,57,3.171875
bypass,emna,margin,2.0,1.0,20,4,20,1,43,60.0,44.3,35.0,44.3,50,50,2.65625
bypass,emna,margin,2.0,1.0,20,4,20,2,44,95.0,71.2,35.0,72.33333333333333,45,52,3.296875
bypass,emna,margin,2.0,1.0,20,4,20,3,45,85.0,63.0,45.0,62.60869565217392,46,55,3.03125
bypass,emna,margin,2.0,1.0,20,4,20,4,46,85.0,60.7,45.0,60.7,50,51,2.6875
bypass,emna,margin,2.0,2.0,20,4,20,0,42,75.0,62.4,45.0,62.5,48,53,2.71875
bypass,emna,margin,2.0,2.0,20,4,20,1,43,75.0,58.4,35.0,58.4,50,50,2.8125
bypass,emna,margin,2.0,2.0,20,4,20,2,44,95.0,83.8,55.00000000000001,84.55555555555556,45,73,3.859375
bypass,emna,margin,2.0,2.0,20,4,20,3,45,75.0,60.6,45.0,61.19565217391305,46,67,3.828125
bypass,emna,margin,2.0,2.0,20,4,20,4,46,95.0,83.5,65.0,83.58695652173913,46,51,2.703125
bypass,emna,softmax,0.5,0.5,20,4,20,0,42,65.0,53.3,45.0,,0,50,2.6875
bypass,emna,softmax,0.5,0.5,20,4,20,1,43,85.0,81.8,75.0,,0,50,2.765625
bypass,emna,softmax,0.5,0.5,20,4,20,2,44,85.0,85.0,85.0,,0,50,3.3125
bypass,emna,softmax,0.5,0.5,20,4,20,3,45,55.00000000000001,55.00000000000001,55.00000000000001,,0,50,3.453125
bypass,emna,softmax,0.5,0.5,20,4,20,4,46,85.0,79.4,75.0,,0,50,4.21875
bypass,emna,softmax,0.5,1.0,20,4,20,0,42,75.0,72.2,65.0,,0,50,2.75
bypass,emna,softmax,0.5,1.0,20,4,20,1,43,95.0,79.4,75.0,,0,50,3.109375
bypass,emna,softmax,0.5,1.0,20,4,20,2,44,85.0,73.2,55.00000000000001,,0,50,3.09375
bypass,emna,softmax,0.5,1.0,20,4,20,3,45,85.0,78.6,65.0,,0,50,3.0625
bypass,emna,softmax,0.5,1.0,20,4,20,4,46,90.0,70.6,55.00000000000001,,0,50,2.953125
bypass,emna,softmax,0.5,2.0,20,4,20,0,42,75.0,51.8,45.0,,0,50,3.53125
bypass,emna,softmax,0.5,2.0,20,4,20,1,43,75.0,75.0,75.0,,0,50,2.78125
bypass,emna,softmax,0.5,2.0,20,4,20,2,44,95.0,90.2,75.0,,0,50,2.734375
bypass,emna,softmax,0.5,2.0,20,4,20,3,45,65.0,60.0,55.00000000000001,,0,50,2.796875
bypass,emna,softmax,0.5,2.0,20,4,20,4,46,85.0,78.3,65.0,,0,50,2.8125
bypass,emna,softmax,1.0,0.5,20,4,20,0,42,75.0,75.0,75.0,,0,50,2.734375
bypass,emna,softmax,1.0,0.5,20,4,20,1,43,65.0,60.9,55.00000000000001,,0,50,2.71875
bypass,emna,softmax,1.0,0.5,20,4,20,2,44,75.0,67.2,55.00000000000001,,0,50,2.671875
bypass,emna,softmax,1.0,0.5,20,4,20,3,45,75.0,68.8,65.0,,0,50,3.40625
bypass,emna,softmax,1.0,0.5,20,4,20,4,46,75.0,71.6,65.0,,0,50,3.328125
bypass,emna,softmax,1.0,1.0,20,4,20,0,42,85.0,73.1,55.00000000000001,,0,50,2.875
bypass,emna,softmax,1.0,1.0,20,4,20,1,43,85.0,76.0,75.0,,0,50,2.71875
bypass,emna,softmax,1.0,1.0,20,4,20,2,44,85.0,84.8,75.0,,0,50,2.828125
bypass,emna,softmax,1.0,1.0,20,4,20,3,45,85.0,75.8,65.0,,0,50,2.984375
bypass,emna,softmax,1.0,1.0,20,4,20,4,46,75.0,75.0,75.0,,0,50,2.671875
bypass,emna,softmax,1.0,2.0,20,4,20,0,42,80.0,78.5,75.0,,0,50,2.84375
bypass,emna,softmax,1.0,2.0,20,4,20,1,43,65.0,54.3,45.0,,0,50,2.671875
bypass,emna,softmax,1.0,2.0,20,4,20,2,44,75.0,66.4,45.0,,0,50,2.765625
bypass,emna,softmax,1.0,2.0,20,4,20,3,45,65.0,65.0,65.0,,0,50,3.015625
bypass,emna,softmax,1.0,2.0,20,4,20,4,46,85.0,67.7,65.0,,0,50,2.65625
bypass,emna,softmax,2.0,0.5,20,4,20,0,42,85.0,84.4,75.0,,0,50,2.65625
bypass,emna,softmax,2.0,0.5,20,4,20,1,43,55.00000000000001,54.9,50.0,,0,50,2.78125
bypass,emna,softmax,2.0,0.5,20,4,20,2,44,65.0,63.6,55.00000000000001,,0,50,2.546875
bypass,emna,softmax,2.0,0.5,20,4,20,3,45,75.0,57.6,45.0,,0,50,2.84375
bypass,emna,softmax,2.0,0.5,20,4,20,4,46,85.0,75.2,75.0,,0,50,2.65625
bypass,emna,softmax,2.0,1.0,20,4,20,0,42,85.0,72.3,55.00000000000001,,0,50,2.625
bypass,emna,softmax,2.0,1.0,20,4,20,1,43,85.0,81.3,65.0,,0,50,2.703125
bypass,emna,softmax,2.0,1.0,20,4,20,2,44,95.0,82.8,75.0,,0,50,2.765625
bypass,emna,softmax,2.0,1.0,20,4,20,3,45,85.0,69.4,65.0,,0,50,2.84375
bypass,emna,softmax,2.0,1.0,20,4,20,4,46,75.0,60.0,50.0,,0,50,2.625
bypass,emna,softmax,2.0,2.0,20,4,20,0,42,75.0,66.2,65.0,,0,50,2.625
bypass,emna,softmax,2.0,2.0,20,4,20,1,43,75.0,62.5,55.00000000000001,,0,50,2.78125
bypass,emna,softmax,2.0,2.0,20,4,20,2,44,85.0,72.0,65.0,,0,50,2.71875
bypass,emna,softmax,2.0,2.0,20,4,20,3,45,75.0,66.0,65.0,,0,50,2.859375
bypass,emna,softmax,2.0,2.0,20,4,20,4,46,85.0,83.9,75.0,,0,50,2.8125
bypass,emna,regret,0.5,0.5,20,4,20,0,42,95.0,68.2,55.00000000000001,67.91666666666667,48,50,2.640625
bypass,emna,regret,0.5,0.5,20,4,20,1,43,85.0,53.6,35.0,53.6,50,50,2.734375
bypass,emna,regret,0.5,0.5,20,4,20,2,44,95.0,78.9,65.0,78.9795918367347,49,50,2.640625
bypass,emna,regret,0.5,0.5,20,4,20,3,45,80.0,64.0,45.0,63.83720930232558,43,50,2.671875
bypass,emna,regret,0.5,0.5,20,4,20,4,46,100.0,75.0,55.00000000000001,75.20408163265306,49,50,2.53125
bypass,emna,regret,0.5,1.0,20,4,20,0,42,95.0,67.2,30.0,67.82608695652173,46,50,2.8125
bypass,emna,regret,0.5,1.0,20,4,20,1,43,85.0,63.9,55.00000000000001,63.9,50,50,2.9375
bypass,emna,regret,0.5,1.0,20,4,20,2,44,100.0,93.0,65.0,93.57142857142856,49,50,2.6875
bypass,emna,regret,0.5,1.0,20,4,20,3,45,85.0,71.8,55.00000000000001,71.81818181818181,44,54,2.984375
bypass,emna,regret,0.5,1.0,20,4,20,4,46,95.0,79.4,65.0,79.4,50,50,2.796875
bypass,emna,regret,0.5,2.0,20,4,20,0,42,95.0,77.7,45.0,78.19148936170212,47,50,2.75
bypass,emna,regret,0.5,2.0,20,4,20,1,43,95.0,71.7,45.0,71.97916666666667,48,50,2.84375
bypass,emna,regret,0.5,2.0,20,4,20,2,44,95.0,86.4,55.00000000000001,86.52173913043478,46,50,2.640625
bypass,emna,regret,0.5,2.0,20,4,20,3,45,85.0,71.2,45.0,71.45833333333333,48,50,3.046875
bypass,emna,regret,0.5,2.0,20,4,20,4,46,95.0,83.2,65.0,83.2,50,50,2.78125
bypass,emna,regret,1.0,0.5,20,4,20,0,42,95.0,68.0,35.0,68.06818181818181,44,54,2.90625
bypass,emna,regret,1.0,0.5,20,4,20,1,43,95.0,70.4,35.0,70.625,48,50,2.6875
bypass,emna,regret,1.0,0.5,20,4,20,2,44,95.0,77.6,55.00000000000001,78.04347826086956,46,51,2.65625
bypass,emna,regret,1.0,0.5,20,4,20,3,45,85.0,74.0,55.00000000000001,74.57446808510639,47,50,2.625
bypass,emna,regret,1.0,0.5,20,4,20,4,46,85.0,74.9,55.00000000000001,75.2127659574468,47,50,2.6875
bypass,emna,regret,1.0,1.0,20,4,20,0,42,85.0,70.5,45.0,70.72916666666667,48,50,2.859375
bypass,emna,regret,1.0,1.0,20,4,20,1,43,85.0,62.3,45.0,62.3,50,50,2.984375
bypass,emna,regret,1.0,1.0,20,4,20,2,44,85.0,72.3,55.00000000000001,72.5,48,50,3.296875
bypass,emna,regret,1.0,1.0,20,4,20,3,45,95.0,72.0,35.0,72.5,46,54,2.859375
bypass,emna,regret,1.0,1.0,20,4,20,4,46,95.0,70.2,45.0,69.8913043478261,46,50,2.875
bypass,emna,regret,1.0,2.0,20,4,20,0,42,65.0,45.3,15.0,46.93181818181818,44,50,2.453125
bypass,emna,regret,1.0,2.0,20,4,20,1,43,85.0,52.8,25.0,53.91304347826087,46,50,2.625
