net,optimizer,fitness_type,rules_pct,n_train_rules,noise,n_noisy_rules,n_correct_rules,rep,seed,size_gen,total_rules,stop_generation,best_accuracy,mean_accuracy,mse_chance,mse_utility,cpu_total
bypass2,egna,regret,40,8,0.0,0,8,3,45,50,20,16,95.0,69.2,0.7734905904317642,6.123525556588479,9.09375
bypass2,egna,regret,40,8,0.0,0,8,4,46,50,20,11,95.0,80.6,1.3946965920434378,13.547782183874277,6.15625
bypass2,egna,regret,40,8,0.0,0,8,5,47,50,20,16,95.0,77.2,0.7923270206849394,19.449226947331372,8.71875
bypass2,egna,regret,40,8,0.0,0,8,6,48,50,20,11,95.0,79.2,0.6575131300700409,6.961841974323704,6.515625
bypass2,egna,regret,40,8,0.0,0,8,7,49,50,20,12,85.0,72.8,0.9467717493409684,13.892450134417306,6.78125
bypass2,egna,regret,40,8,0.0,0,8,8,50,50,20,16,95.0,75.1,0.8204136670707155,16.660563559507754,9.03125
bypass2,egna,regret,40,8,0.0,0,8,9,51,50,20,20,85.0,64.3,0.70981379955116,26.61833379926496,11.265625
bypass2,egna,regret,40,8,0.25,2,6,0,42,50,20,19,85.0,68.7,1.5514343483738415,10.597617183242939,9.84375
bypass2,egna,regret,40,8,0.25,2,6,1,43,50,20,10,100.0,85.0,1.27497754954658,11.492820479691302,5.765625
bypass2,egna,regret,40,8,0.25,2,6,2,44,50,20,32,85.0,65.2,0.6378895999884212,25.47858727211946,17.171875
bypass2,egna,regret,40,8,0.25,2,6,3,45,50,20,29,85.0,74.4,1.3809940623421775,12.952548315562332,15.390625
bypass2,egna,regret,40,8,0.25,2,6,4,46,50,20,17,85.0,78.7,0.9358667429871882,11.385076275952663,9.078125
bypass2,egna,regret,40,8,0.25,2,6,5,47,50,20,20,95.0,70.4,1.2022158598527706,9.091959306460401,10.125
bypass2,egna,regret,40,8,0.25,2,6,6,48,50,20,18,100.0,88.1,1.095511621556642,15.596848047878703,10.421875
bypass2,egna,regret,40,8,0.25,2,6,7,49,50,20,17,95.0,71.9,0.7867320229435885,25.687228688321024,9.109375
bypass2,egna,regret,40,8,0.25,2,6,8,50,50,20,20,90.0,78.8,0.9183701604757026,9.700591965193114,10.515625
bypass2,egna,regret,40,8,0.25,2,6,9,51,50,20,13,90.0,70.3,1.7022847562194396,18.38871427439319,8.09375
bypass2,egna,regret,40,8,0.5,4,4,0,42,50,20,48,65.0,58.6,2.1667655284912497,15.345480246884847,25.96875
bypass2,egna,regret,40,8,0.5,4,4,1,43,50,20,14,100.0,54.7,1.7719603303404585,6.937690987773404,7.578125
bypass2,egna,regret,40,8,0.5,4,4,2,44,50,20,53,85.0,83.9,1.997762492129646,10.976991559717888,26.515625
bypass2,egna,regret,40,8,0.5,4,4,3,45,50,20,41,100.0,92.2,0.8136932754356994,11.639949636074318,22.015625
bypass2,egna,regret,40,8,0.5,4,4,4,46,50,20,20,60.0,45.1,1.3801210669315385,8.998590228111922,11.34375
bypass2,egna,regret,40,8,0.5,4,4,5,47,50,20,26,95.0,85.7,1.0838583500782728,16.963803237426205,13.734375
bypass2,egna,regret,40,8,0.5,4,4,6,48,50,20,14,70.0,49.3,1.1312371486662478,10.344948364679734,8.171875
bypass2,egna,regret,40,8,0.5,4,4,7,49,50,20,16,75.0,60.0,1.56975896812586,13.374493174322014,8.78125
bypass2,egna,regret,40,8,0.5,4,4,8,50,50,20,17,85.0,63.8,2.2331190480158924,22.47101739907005,9.15625
bypass2,egna,regret,40,8,0.5,4,4,9,51,50,20,25,90.0,77.9,1.6441269218198293,27.142272479120372,12.765625
bypass2,egna,regret,60,12,0.0,0,12,0,42,50,20,25,95.0,92.9,2.698432845914475,11.635656928839952,14.65625
bypass2,egna,regret,60,12,0.0,0,12,1,43,50,20,26,100.0,83.2,2.0666027235124362,13.404924644520396,14.34375
bypass2,egna,regret,60,12,0.0,0,12,2,44,50,20,21,90.0,88.0,1.3930493773244401,26.093959005489335,12.078125
bypass2,egna,regret,60,12,0.0,0,12,3,45,50,20,19,100.0,81.0,1.4686067694620732,6.166423802127866,10.4375
bypass2,egna,regret,60,12,0.0,0,12,4,46,50,20,27,100.0,82.9,1.651030306338641,17.096137360907385,14.203125
bypass2,egna,regret,60,12,0.0,0,12,5,47,50,20,14,95.0,78.2,1.075610999095877,14.286456590659977,7.703125
bypass2,egna,regret,60,12,0.0,0,12,6,48,50,20,13,100.0,78.0,0.7092525943747401,5.675792800154134,7.390625
bypass2,egna,regret,60,12,0.0,0,12,7,49,50,20,27,95.0,92.9,2.1692293024794402,18.82167169655765,14.328125
bypass2,egna,regret,60,12,0.0,0,12,8,50,50,20,33,100.0,92.9,1.5358241508150987,11.04628402725183,17.578125
bypass2,egna,regret,60,12,0.0,0,12,9,51,50,20,25,100.0,99.5,1.5460047612558694,20.187531009171735,13.78125
bypass2,egna,regret,60,12,0.25,3,9,0,42,50,20,20,95.0,85.5,0.7932490219950725,11.806118508660994,11.125
bypass2,egna,regret,60,12,0.25,3,9,1,43,50,20,25,95.0,82.6,0.788947111652076,10.29488336965317,13.453125
bypass2,egna,regret,60,12,0.25,3,9,2,44,50,20,27,90.0,69.6,1.2942174201411012,9.292168773222162,15.46875
bypass2,egna,regret,60,12,0.25,3,9,3,45,50,20,15,85.0,65.5,1.026319812923402,13.808914863134081,9.015625
bypass2,egna,regret,60,12,0.25,3,9,4,46,50,20,16,100.0,93.0,1.6142722431065468,7.18143553236821,8.515625
bypass2,egna,regret,60,12,0.25,3,9,5,47,50,20,29,95.0,77.7,1.2376906166526478,30.36719925116554,15.828125
bypass2,egna,regret,60,12,0.25,3,9,6,48,50,20,19,85.0,77.4,1.5260482283972858,15.806712214459973,10.546875
bypass2,egna,regret,60,12,0.25,3,9,7,49,50,20,21,100.0,89.2,1.8012261981945494,11.201456473767637,11.390625
bypass2,egna,regret,60,12,0.25,3,9,8,50,50,20,42,100.0,92.3,1.7952132860986167,20.22315367459185,21.640625
bypass2,egna,regret,60,12,0.25,3,9,9,51,50,20,30,100.0,92.7,1.1397844285132999,33.99505123651745,14.953125
bypass2,egna,regret,60,12,0.5,6,6,0,42,50,20,23,95.0,84.2,1.2592018382313597,14.80309520693941,12.109375
bypass2,egna,regret,60,12,0.5,6,6,1,43,50,20,25,95.0,86.5,1.886107172826223,11.260763763678197,13.609375
bypass2,egna,regret,60,12,0.5,6,6,2,44,50,20,58,90.0,73.3,2.029249725646074,30.30654091901709,31.171875
bypass2,egna,regret,60,12,0.5,6,6,3,45,50,20,22,100.0,87.8,2.215662962188982,11.599600351788224,12.078125
bypass2,egna,regret,60,12,0.5,6,6,4,46,50,20,27,100.0,84.4,1.8091279007049659,28.549435306590624,14.34375
bypass2,egna,regret,60,12,0.5,6,6,5,47,50,20,14,85.0,62.5,1.2941908145107692,15.621535816621048,7.46875
bypass2,egna,regret,60,12,0.5,6,6,6,48,50,20,28,85.0,71.5,0.7337967774920804,10.044657175301644,15.296875
bypass2,egna,regret,60,12,0.5,6,6,7,49,50,20,25,100.0,87.8,1.0376979155494694,20.183798670398886,13.1875
bypass2,egna,regret,60,12,0.5,6,6,8,50,50,20,38,90.0,81.2,0.8920346487570001,14.552511389753136,19.515625
bypass2,egna,regret,60,12,0.5,6,6,9,51,50,20,31,80.0,69.6,1.3312476003746356,16.033458261995857,16.046875
bypass2,keda,regret,20,4,0.0,0,4,0,42,400,20,6,95.0,61.875,0.5288020683128523,6.626402182108968,3.03125
bypass2,keda,regret,20,4,0.0,0,4,1,43,400,20,6,100.0,62.5375,0.6226897357861525,8.140528538363707,3.265625
bypass2,keda,regret,20,4,0.0,0,4,2,44,400,20,9,95.0,68.3375,0.747010719973219,6.881606926609521,4.703125
bypass2,keda,regret,20,4,0.0,0,4,3,45,400,20,9,100.0,66.9625,0.7485510850745467,8.316420982490847,4.5
bypass2,keda,regret,20,4,0.0,0,4,4,46,400,20,7,100.0,68.575,0.57956282513039,7.311069945041459,4.1875
bypass2,keda,regret,20,4,0.0,0,4,5,47,400,20,7,95.0,65.4375,0.6617889249503058,7.574094840063067,3.5625
bypass2,keda,regret,20,4,0.0,0,4,6,48,400,20,8,100.0,69.2375,0.6338480191183067,7.737710919792907,4.34375
bypass2,keda,regret,20,4,0.0,0,4,7,49,400,20,6,95.0,62.675,0.6411973235917918,6.763181477784531,3.078125
bypass2,keda,regret,20,4,0.0,0,4,8,50,400,20,6,95.0,64.6875,0.6195183432866248,9.48878634807252,3.546875
bypass2,keda,regret,20,4,0.0,0,4,9,51,400,20,8,95.0,69.7875,0.6511404561057113,8.355469240038907,4.359375
bypass2,keda,regret,20,4,0.25,1,3,0,42,400,20,10,100.0,73.2875,0.7650662063481888,8.463677591700963,5.125
bypass2,keda,regret,20,4,0.25,1,3,1,43,400,20,5,95.0,54.8125,0.7684480467387187,7.9469145818349505,2.5625
bypass2,keda,regret,20,4,0.25,1,3,2,44,400,20,19,100.0,72.4375,0.8213322395468423,8.468030986241184,9.671875
bypass2,keda,regret,20,4,0.25,1,3,3,45,400,20,9,100.0,65.2,0.5463681961315643,7.359700645226732,4.890625
bypass2,keda,regret,20,4,0.25,1,3,4,46,400,20,7,100.0,64.25,0.7418238963337848,6.748993407776768,3.578125
bypass2,keda,regret,20,4,0.25,1,3,5,47,400,20,8,100.0,67.0125,0.7779475650061147,8.454671675385256,4.125
bypass2,keda,regret,20,4,0.25,1,3,6,48,400,20,9,100.0,69.075,0.5645587288537565,6.752387491399932,4.703125
bypass2,keda,regret,20,4,0.25,1,3,7,49,400,20,5,95.0,56.3875,0.5101525439062297,4.210620690325534,2.453125
bypass2,keda,regret,20,4,0.25,1,3,8,50,400,20,9,100.0,71.075,0.7806870376539459,7.702806634595062,4.84375
bypass2,keda,regret,20,4,0.25,1,3,9,51,400,20,18,100.0,77.7625,0.5662512069436343,8.468030986241184,9.15625
bypass2,keda,regret,20,4,0.5,2,2,0,42,400,20,8,100.0,63.7375,0.6872030901052919,8.467987908479486,4.25
bypass2,keda,regret,20,4,0.5,2,2,1,43,400,20,7,100.0,57.0375,0.7786678984697561,6.490174421579244,3.78125
bypass2,keda,regret,20,4,0.5,2,2,2,44,400,20,19,100.0,79.0375,0.926031534861859,8.468030985251085,9.71875
bypass2,keda,regret,20,4,0.5,2,2,3,45,400,20,9,100.0,59.0,0.7588964559591262,8.459049258420059,4.796875
bypass2,keda,regret,20,4,0.5,2,2,4,46,400,20,8,100.0,61.2125,0.571821551991293,5.57474467619504,4.15625
bypass2,keda,regret,20,4,0.5,2,2,5,47,400,20,8,100.0,63.7,0.7263430571514127,6.9294020447763724,4.109375
bypass2,keda,regret,20,4,0.5,2,2,6,48,400,20,9,100.0,66.9125,0.7408750542417268,7.364607772032542,4.703125
bypass2,keda,regret,20,4,0.5,2,2,7,49,400,20,8,100.0,63.8625,0.656689596101999,8.479444101016181,4.109375
bypass2,keda,regret,20,4,0.5,2,2,8,50,400,20,9,100.0,67.9,0.7762958969375537,8.754945267668605,4.78125
bypass2,keda,regret,20,4,0.5,2,2,9,51,400,20,18,100.0,74.9,0.5152118007089947,8.468030986241184,9.046875
bypass2,keda,regret,40,8,0.0,0,8,0,42,400,20,10,100.0,81.2,0.6642109484291354,8.467970946254077,5.21875
bypass2,keda,regret,40,8,0.0,0,8,1,43,400,20,11,100.0,80.1125,0.8005810847373401,8.391713323457452,5.640625
bypass2,keda,regret,40,8,0.0,0,8,2,44,400,20,11,100.0,77.675,0.654680668672826,8.467775366896097,5.625
bypass2,keda,regret,40,8,0.0,0,8,3,45,400,20,11,100.0,75.4875,0.6396151220479478,7.521681341428835,5.875
bypass2,keda,regret,40,8,0.0,0,8,4,46,400,20,10,100.0,80.475,0.6682277361398286,8.455369277857429,5.015625
bypass2,keda,regret,40,8,0.0,0,8,5,47,400,20,10,100.0,79.5,0.8244604878720666,7.0826372289202135,5.453125
bypass2,keda,regret,40,8,0.0,0,8,6,48,400,20,12,100.0,83.575,0.7635108386363072,8.46803098617054,6.03125
bypass2,keda,regret,40,8,0.0,0,8,7,49,400,20,11,100.0,79.5875,0.7534659454097266,7.825052164792279,5.78125
bypass2,keda,regret,40,8,0.0,0,8,8,50,400,20,12,100.0,78.075,0.8030264484265168,7.769206375408187,6.09375
bypass2,keda,regret,40,8,0.0,0,8,9,51,400,20,22,100.0,81.4,0.7053097685458838,8.468030986241184,11.28125
bypass2,keda,regret,40,8,0.25,2,6,0,42,400,20,14,100.0,76.0875,0.752868842641038,8.152687480649268,7.21875
bypass2,keda,regret,40,8,0.25,2,6,1,43,400,20,11,100.0,78.45,0.6365774604533505,8.336473852895493,5.59375
bypass2,keda,regret,40,8,0.25,2,6,2,44,400,20,18,100.0,79.725,0.663040144036064,10.976991559717888,8.984375
bypass2,keda,regret,40,8,0.25,2,6,3,45,400,20,13,100.0,78.55,0.5941222862585266,10.833621868737964,6.734375
bypass2,keda,regret,40,8,0.25,2,6,4,46,400,20,12,100.0,72.9,0.9274407236521385,10.493296835799491,6.171875
bypass2,keda,regret,40,8,0.25,2,6,5,47,400,20,13,100.0,79.6625,0.7338703034388094,7.069888603825898,6.46875
bypass2,keda,regret,40,8,0.25,2,6,6,48,400,20,16,100.0,84.7125,0.7551600552598403,8.053084356061259,8.171875
bypass2,keda,regret,40,8,0.25,2,6,7,49,400,20,13,100.0,79.8875,0.7462742271831624,8.468019132477389,6.609375
bypass2,keda,regret,40,8,0.25,2,6,8,50,400,20,12,100.0,75.875,0.6842888806105345,10.95680044537042,5.8125
bypass2,keda,regret,40,8,0.25,2,6,9,51,400,20,11,100.0,74.7375,0.7320613041871834,8.46534326092433,5.71875
bypass2,keda,regret,40,8,0.5,4,4,0,42,400,20,14,100.0,73.4,0.8622330765472308,8.467883155508721,7.0
bypass2,keda,regret,40,8,0.5,4,4,1,43,400,20,12,100.0,76.3,0.7507770535174502,8.467906130142218,6.1875
bypass2,keda,regret,40,8,0.5,4,4,2,44,400,20,16,100.0,80.825,0.8671281991083051,8.46802400657263,8.09375
bypass2,keda,regret,40,8,0.5,4,4,3,45,400,20,13,100.0,83.175,0.8003905294863611,8.467987528217469,6.5
bypass2,keda,regret,40,8,0.5,4,4,4,46,400,20,13,100.0,73.05,0.6358268968355275,8.468015543040647,7.3125
bypass2,keda,regret,40,8,0.5,4,4,5,47,400,20,17,100.0,79.75,0.9142395137198491,8.461668934756949,8.59375
bypass2,keda,regret,40,8,0.5,4,4,6,48,400,20,17,100.0,77.0375,1.0279259078752416,8.468030986241184,8.625
bypass2,keda,regret,40,8,0.5,4,4,7,49,400,20,14,100.0,73.6625,0.9794168335783212,6.80311882030522,8.09375
bypass2,keda,regret,40,8,0.5,4,4,8,50,400,20,11,100.0,74.85,0.7459196063838335,8.468030986219725,5.765625
bypass2,keda,regret,40,8,0.5,4,4,9,51,400,20,12,100.0,74.675,0.6683126931201967,8.465637384650371,6.125
bypass2,keda,regret,60,12,0.0,0,12,0,42,400,20,15,100.0,89.625,0.8831903146326265,8.345111252322031,7.515625
bypass2,keda,regret,60,12,0.0,0,12,1,43,400,20,27,100.0,86.4125,0.7878514436702113,8.468030986241184,14.34375
bypass2,keda,regret,60,12,0.0,0,12,2,44,400,20,19,100.0,88.225,0.8857088430901537,8.468030986241184,9.4375
bypass2,keda,regret,60,12,0.0,0,12,3,45,400,20,16,100.0,80.9,0.882093991434419,7.976119911708072,8.078125
bypass2,keda,regret,60,12,0.0,0,12,4,46,400,20,14,100.0,88.5125,0.9560961374867902,7.36787575169086,7.25
bypass2,keda,regret,60,12,0.0,0,12,5,47,400,20,14,100.0,83.7125,0.762246539865312,7.96936410146351,7.234375
bypass2,keda,regret,60,12,0.0,0,12,6,48,400,20,13,100.0,83.4875,0.834702480238386,8.386719122976793,6.546875
bypass2,keda,regret,60,12,0.0,0,12,7,49,400,20,12,100.0,85.6125,0.867583244527982,8.468030986241184,6.3125
bypass2,keda,regret,60,12,0.0,0,12,8,50,400,20,15,100.0,89.5375,0.636810337878276,10.976990587516928,7.671875
bypass2,keda,regret,60,12,0.0,0,12,9,51,400,20,39,100.0,90.4125,0.904728361569209,8.468030986241184,19.453125
bypass2,keda,regret,60,12,0.25,3,9,0,42,400,20,18,100.0,86.5125,0.631040443288124,8.468030986241184,9.15625
bypass2,keda,regret,60,12,0.25,3,9,1,43,400,20,18,100.0,86.6375,0.7403118356181531,8.468013087867071,9.609375
bypass2,keda,regret,60,12,0.25,3,9,2,44,400,20,22,100.0,83.5,0.7424998762120387,8.468030985958949,11.59375
bypass2,keda,regret,60,12,0.25,3,9,3,45,400,20,16,100.0,75.8125,1.0392971350851636,8.468030777428753,8.578125
bypass2,keda,regret,60,12,0.25,3,9,4,46,400,20,23,100.0,84.8875,0.8739674631268117,8.468030986233286,12.0625
bypass2,keda,regret,60,12,0.25,3,9,5,47,400,20,19,100.0,84.8,0.8091583463082683,8.468030982658831,10.171875
bypass2,keda,regret,60,12,0.25,3,9,6,48,400,20,13,100.0,82.275,0.9146711758092296,8.063066825756161,6.875
bypass2,keda,regret,60,12,0.25,3,9,7,49,400,20,25,100.0,88.0875,1.170030859763249,8.468030986241184,12.875
bypass2,keda,regret,60,12,0.25,3,9,8,50,400,20,21,100.0,86.6875,0.40521270569252765,10.976991559717888,10.703125
bypass2,keda,regret,60,12,0.25,3,9,9,51,400,20,29,100.0,91.0625,0.7542596479495889,8.468030986241184,15.046875
bypass2,keda,regret,60,12,0.5,6,6,0,42,400,20,48,100.0,86.275,0.9595413253724102,8.468030986241184,25.625
bypass2,keda,regret,60,12,0.5,6,6,1,43,400,20,15,100.0,81.3625,0.73389456402541,8.46156805571486,7.765625
bypass2,keda,regret,60,12,0.5,6,6,2,44,400,20,17,100.0,82.3625,0.8340000079770082,8.468030986241184,9.265625
bypass2,keda,regret,60,12,0.5,6,6,3,45,400,20,15,100.0,79.525,0.7212206367903525,8.458590946031737,7.875
bypass2,keda,regret,60,12,0.5,6,6,4,46,400,20,20,100.0,77.225,0.6206065055802896,8.468030924715059,10.34375
bypass2,keda,regret,60,12,0.5,6,6,5,47,400,20,13,100.0,74.875,0.7945270651822167,7.902770848368792,6.765625
bypass2,keda,regret,60,12,0.5,6,6,6,48,400,20,20,100.0,86.0125,0.9267095437711064,8.4680303018961,10.359375
bypass2,keda,regret,60,12,0.5,6,6,7,49,400,20,17,100.0,82.475,0.8797510255753869,10.833622384090646,9.28125
bypass2,keda,regret,60,12,0.5,6,6,8,50,400,20,16,100.0,85.85,0.9564216189326833,8.468030986221713,8.65625
bypass2,keda,regret,60,12,0.5,6,6,9,51,400,20,24,100.0,84.9875,0.8703454823978307,8.468030986241184,12.84375
