network,optimizer,pct,stop_mode,rep,seed,generation,acc_best,acc_mean,acc_worst,sat_acc_mean,n_satisfiers,pop_size,pct_satisfiers,best_fitness
bypass,umda,30,top50,1,43,16,85.0,69.6,45.0,71.52777777777777,36,50,72.0,0.0
bypass,umda,30,top50,1,43,17,95.0,72.4,55.00000000000001,73.6046511627907,43,50,86.0,0.0
bypass,umda,30,top50,1,43,18,85.0,68.9,45.0,70.95238095238095,42,50,84.0,0.0
bypass,umda,30,top50,1,43,19,85.0,73.1,60.0,74.26829268292683,41,50,82.0,0.0
bypass,umda,30,top50,1,43,20,85.0,75.0,50.0,76.88888888888889,45,50,90.0,0.0
bypass,umda,30,top50,1,43,21,90.0,75.4,55.00000000000001,75.63829787234043,47,50,94.0,0.0
bypass,umda,30,top50,1,43,22,95.0,77.5,55.00000000000001,77.75510204081633,49,50,98.0,0.0
bypass,umda,30,top50,1,43,23,95.0,75.8,55.00000000000001,76.22222222222223,45,50,90.0,0.0
bypass,umda,30,top50,1,43,24,85.0,75.1,65.0,75.10204081632654,49,50,98.0,0.0
bypass,umda,30,top50,1,43,25,85.0,75.0,60.0,75.20408163265306,49,50,98.0,0.0
bypass,umda,30,top50,1,43,26,90.0,76.4,55.00000000000001,77.1875,48,50,96.0,0.0
bypass,umda,30,top50,1,43,27,85.0,77.7,55.00000000000001,77.65306122448979,49,50,98.0,0.0
bypass,umda,30,top50,1,43,28,90.0,77.1,50.0,78.125,48,50,96.0,0.0
bypass,umda,30,top50,1,43,29,95.0,80.2,65.0,80.52083333333333,48,50,96.0,0.0
bypass,umda,30,top50,1,43,30,95.0,80.0,65.0,80.41666666666667,48,50,96.0,0.0
bypass,umda,30,top50,1,43,31,90.0,80.8,55.00000000000001,80.8,50,50,100.0,0.0
bypass,umda,30,top50,1,43,32,85.0,78.9,65.0,78.9,50,50,100.0,0.0
bypass,umda,30,top50,1,43,33,85.0,79.6,60.0,80.10416666666667,48,50,96.0,0.0
bypass,umda,30,top50,1,43,34,85.0,78.5,65.0,78.57142857142857,49,50,98.0,0.0
bypass,umda,30,top50,1,43,35,85.0,78.0,65.0,78.125,48,50,96.0,0.0
bypass,umda,30,top50,1,43,36,85.0,79.8,55.00000000000001,80.625,48,50,96.0,0.0
bypass,umda,30,top50,1,43,37,85.0,78.9,55.00000000000001,79.18367346938776,49,50,98.0,0.0
bypass,umda,30,top50,1,43,38,85.0,78.1,65.0,78.1,50,50,100.0,0.0
bypass,umda,30,top50,1,43,39,85.0,77.7,60.0,77.85714285714286,49,50,98.0,0.0
bypass,umda,30,top50,1,43,40,90.0,74.0,55.00000000000001,74.18367346938776,49,50,98.0,0.0
bypass,umda,30,top50,1,43,41,90.0,73.9,55.00000000000001,73.87755102040816,49,50,98.0,0.0
bypass,umda,30,top50,1,43,42,85.0,72.3,45.0,72.85714285714286,49,50,98.0,0.0
bypass,umda,30,top50,1,43,43,85.0,72.7,55.00000000000001,72.7,50,50,100.0,0.0
bypass,umda,30,top50,1,43,44,85.0,72.9,55.00000000000001,73.06122448979592,49,50,98.0,0.0
bypass,umda,30,top50,1,43,45,85.0,73.8,55.00000000000001,73.9795918367347,49,50,98.0,0.0
bypass,umda,30,top50,1,43,46,85.0,72.2,55.00000000000001,72.55102040816327,49,50,98.0,0.0
bypass,umda,30,top50,1,43,47,90.0,73.2,45.0,74.16666666666667,48,50,96.0,0.0
bypass,umda,30,top50,1,43,48,85.0,70.6,55.00000000000001,70.6,50,50,100.0,0.0
bypass,umda,30,top50,1,43,49,85.0,70.2,55.00000000000001,70.2,50,50,100.0,0.0
bypass,umda,30,top50,1,43,50,85.0,73.6,55.00000000000001,73.6,50,50,100.0,0.0
bypass,umda,30,top50,2,44,1,80.0,53.0,25.0,71.25,4,50,8.0,0.0
bypass,umda,30,top50,2,44,2,80.0,48.1,15.0,65.0,1,50,2.0,0.0
bypass,umda,30,top50,2,44,3,85.0,52.7,25.0,65.0,2,50,4.0,0.0
bypass,umda,30,top50,2,44,4,85.0,52.9,20.0,71.0,5,50,10.0,0.0
bypass,umda,30,top50,2,44,5,90.0,57.4,20.0,75.0,2,50,4.0,0.0
bypass,umda,30,top50,2,44,6,80.0,54.2,15.0,,0,50,0.0,1.0
bypass,umda,30,top50,2,44,7,95.0,59.6,25.0,69.61538461538461,13,50,26.0,0.0
bypass,umda,30,top50,2,44,8,90.0,64.2,30.0,70.0,15,50,30.0,0.0
bypass,umda,30,top50,2,44,9,95.0,67.7,40.0,73.18181818181819,22,50,44.0,0.0
bypass,umda,30,top50,2,44,10,90.0,66.9,35.0,75.4,25,50,50.0,0.0
bypass,umda,30,top50,2,44,11,95.0,66.4,35.0,77.36842105263158,19,50,38.0,0.0
bypass,umda,30,top50,2,44,12,95.0,71.2,45.0,77.22222222222223,27,50,54.0,0.0
bypass,umda,30,top50,2,44,13,95.0,74.6,45.0,77.72727272727273,33,50,66.0,0.0
bypass,umda,30,top50,2,44,14,95.0,73.2,55.00000000000001,74.72972972972973,37,50,74.0,0.0
bypass,umda,30,top50,2,44,15,85.0,72.4,45.0,73.72093023255815,43,50,86.0,0.0
bypass,umda,30,top50,2,44,16,95.0,74.7,35.0,76.54761904761905,42,50,84.0,0.0
bypass,umda,30,top50,2,44,17,95.0,73.6,45.0,74.56521739130434,46,50,92.0,0.0
bypass,umda,30,top50,2,44,18,85.0,71.8,55.00000000000001,73.0,45,50,90.0,0.0
bypass,umda,30,top50,2,44,19,95.0,75.6,55.00000000000001,75.6,50,50,100.0,0.0
bypass,umda,30,top50,2,44,20,95.0,75.0,55.00000000000001,75.0,50,50,100.0,0.0
bypass,umda,30,top50,2,44,21,95.0,75.7,45.0,75.91836734693878,49,50,98.0,0.0
bypass,umda,30,top50,2,44,22,95.0,73.2,55.00000000000001,73.2,50,50,100.0,0.0
bypass,umda,30,top50,2,44,23,95.0,77.3,55.00000000000001,77.3,50,50,100.0,0.0
bypass,umda,30,top50,2,44,24,95.0,75.6,55.00000000000001,76.0204081632653,49,50,98.0,0.0
bypass,umda,30,top50,2,44,25,95.0,78.2,65.0,78.26530612244898,49,50,98.0,0.0
bypass,umda,30,top50,2,44,26,90.0,73.2,55.00000000000001,73.54166666666667,48,50,96.0,0.0
bypass,umda,30,top50,2,44,27,95.0,71.0,55.00000000000001,71.12244897959184,49,50,98.0,0.0
bypass,umda,30,top50,2,44,28,85.0,71.0,45.0,71.3265306122449,49,50,98.0,0.0
bypass,umda,30,top50,2,44,29,95.0,71.9,55.00000000000001,71.9,50,50,100.0,0.0
bypass,umda,30,top50,2,44,30,95.0,69.3,55.00000000000001,69.48979591836735,49,50,98.0,0.0
bypass,umda,30,top50,2,44,31,85.0,67.6,45.0,67.6,50,50,100.0,0.0
bypass,umda,30,top50,2,44,32,95.0,67.7,55.00000000000001,67.7,50,50,100.0,0.0
bypass,umda,30,top50,2,44,33,85.0,66.5,55.00000000000001,66.5,50,50,100.0,0.0
bypass,umda,30,top50,2,44,34,95.0,69.2,55.00000000000001,69.2,50,50,100.0,0.0
bypass,umda,30,top50,2,44,35,85.0,67.3,55.00000000000001,67.3,50,50,100.0,0.0
bypass,umda,30,top50,2,44,36,85.0,68.0,55.00000000000001,68.0,50,50,100.0,0.0
bypass,umda,30,top50,2,44,37,85.0,67.7,55.00000000000001,67.7,50,50,100.0,0.0
bypass,umda,30,top50,2,44,38,95.0,70.1,55.00000000000001,70.1,50,50,100.0,0.0
bypass,umda,30,top50,2,44,39,95.0,68.2,45.0,68.2,50,50,100.0,0.0
bypass,umda,30,top50,2,44,40,85.0,70.7,55.00000000000001,70.7,50,50,100.0,0.0
bypass,umda,30,top50,2,44,41,85.0,70.0,55.00000000000001,70.0,50,50,100.0,0.0
bypass,umda,30,top50,2,44,42,85.0,68.0,55.00000000000001,68.0,50,50,100.0,0.0
bypass,umda,30,top50,2,44,43,85.0,66.9,45.0,66.9,50,50,100.0,0.0
bypass,umda,30,top50,2,44,44,85.0,68.8,55.00000000000001,68.8,50,50,100.0,0.0
bypass,umda,30,top50,2,44,45,95.0,67.9,45.0,67.9,50,50,100.0,0.0
bypass,umda,30,top50,2,44,46,85.0,71.1,55.00000000000001,71.1,50,50,100.0,0.0
bypass,umda,30,top50,2,44,47,85.0,70.8,55.00000000000001,70.8,50,50,100.0,0.0
bypass,umda,30,top50,2,44,48,95.0,71.8,55.00000000000001,71.8,50,50,100.0,0.0
bypass,umda,30,top50,2,44,49,95.0,72.3,65.0,72.3,50,50,100.0,0.0
bypass,umda,30,top50,2,44,50,95.0,72.0,55.00000000000001,72.0,50,50,100.0,0.0
bypass,umda,30,top50,3,45,1,75.0,47.4,20.0,,0,50,0.0,1.0
bypass,umda,30,top50,3,45,2,85.0,53.0,25.0,,0,50,0.0,1.0
bypass,umda,30,top50,3,45,3,85.0,55.4,30.0,80.0,4,50,8.0,0.0
bypass,umda,30,top50,3,45,4,75.0,53.7,25.0,,0,50,0.0,1.0
bypass,umda,30,top50,3,45,5,90.0,57.6,10.0,76.42857142857143,7,50,14.0,0.0
bypass,umda,30,top50,3,45,6,85.0,61.2,15.0,75.0,5,50,10.0,0.0
bypass,umda,30,top50,3,45,7,85.0,63.7,15.0,70.0,9,50,18.0,0.0
bypass,umda,30,top50,3,45,8,85.0,64.7,20.0,74.0,15,50,30.0,0.0
bypass,umda,30,top50,3,45,9,90.0,67.2,25.0,73.69565217391305,23,50,46.0,0.0
bypass,umda,30,top50,3,45,10,95.0,68.9,35.0,72.5925925925926,27,50,54.0,0.0
bypass,umda,30,top50,3,45,11,85.0,69.5,35.0,72.63157894736842,38,50,76.0,0.0
bypass,umda,30,top50,3,45,12,90.0,71.1,40.0,74.57142857142857,35,50,70.0,0.0
bypass,umda,30,top50,3,45,13,100.0,73.1,15.0,75.67567567567568,37,50,74.0,0.0
bypass,umda,30,top50,3,45,14,95.0,71.8,45.0,76.28571428571429,35,50,70.0,0.0
bypass,umda,30,top50,3,45,15,85.0,73.0,50.0,75.0,41,50,82.0,0.0
bypass,umda,30,top50,3,45,16,85.0,74.6,55.00000000000001,75.10416666666667,48,50,96.0,0.0
bypass,umda,30,top50,3,45,17,85.0,73.8,55.00000000000001,74.78260869565217,46,50,92.0,0.0
bypass,umda,30,top50,3,45,18,85.0,73.5,55.00000000000001,73.93617021276596,47,50,94.0,0.0
bypass,umda,30,top50,3,45,19,85.0,74.1,55.00000000000001,74.1,50,50,100.0,0.0
bypass,umda,30,top50,3,45,20,90.0,72.2,55.00000000000001,72.14285714285714,49,50,98.0,0.0
bypass,umda,30,top50,3,45,21,85.0,72.1,55.00000000000001,72.39583333333333,48,50,96.0,0.0
bypass,umda,30,top50,3,45,22,85.0,71.0,60.0,71.12244897959184,49,50,98.0,0.0
bypass,umda,30,top50,3,45,23,85.0,70.7,55.00000000000001,70.91836734693878,49,50,98.0,0.0
bypass,umda,30,top50,3,45,24,85.0,70.0,55.00000000000001,70.10204081632654,49,50,98.0,0.0
bypass,umda,30,top50,3,45,25,85.0,69.6,55.00000000000001,69.6,50,50,100.0,0.0
bypass,umda,30,top50,3,45,26,75.0,68.2,55.00000000000001,68.46938775510205,49,50,98.0,0.0
bypass,umda,30,top50,3,45,27,85.0,69.3,55.00000000000001,69.59183673469387,49,50,98.0,0.0
bypass,umda,30,top50,3,45,28,85.0,71.6,65.0,71.6,50,50,100.0,0.0
bypass,umda,30,top50,3,45,29,85.0,71.2,65.0,71.3265306122449,49,50,98.0,0.0
bypass,umda,30,top50,3,45,30,85.0,72.5,60.0,72.5,50,50,100.0,0.0
bypass,umda,30,top50,3,45,31,85.0,71.4,55.00000000000001,71.4,50,50,100.0,0.0
bypass,umda,30,top50,3,45,32,75.0,71.3,65.0,71.3,50,50,100.0,0.0
bypass,umda,30,top50,3,45,33,85.0,70.8,55.00000000000001,71.12244897959184,49,50,98.0,0.0
bypass,umda,30,top50,3,45,34,85.0,71.0,55.00000000000001,71.0,50,50,100.0,0.0
bypass,umda,30,top50,3,45,35,75.0,70.0,65.0,70.0,50,50,100.0,0.0
bypass,umda,30,top50,3,45,36,75.0,68.8,65.0,68.8,50,50,100.0,0.0
bypass,umda,30,top50,3,45,37,75.0,68.7,65.0,68.7,50,50,100.0,0.0
bypass,umda,30,top50,3,45,38,75.0,69.0,65.0,69.0,50,50,100.0,0.0
bypass,umda,30,top50,3,45,39,85.0,70.0,65.0,70.0,50,50,100.0,0.0
bypass,umda,30,top50,3,45,40,85.0,69.8,55.00000000000001,69.8,50,50,100.0,0.0
bypass,umda,30,top50,3,45,41,85.0,70.4,55.00000000000001,70.51020408163265,49,50,98.0,0.0
bypass,umda,30,top50,3,45,42,85.0,69.8,55.00000000000001,70.0,48,50,96.0,0.0
bypass,umda,30,top50,3,45,43,85.0,70.8,55.00000000000001,70.71428571428571,49,50,98.0,0.0
bypass,umda,30,top50,3,45,44,75.0,68.7,55.00000000000001,68.7,50,50,100.0,0.0
bypass,umda,30,top50,3,45,45,75.0,68.3,55.00000000000001,68.3,50,50,100.0,0.0
bypass,umda,30,top50,3,45,46,85.0,67.3,55.00000000000001,67.3,50,50,100.0,0.0
bypass,umda,30,top50,3,45,47,75.0,68.7,55.00000000000001,68.7,50,50,100.0,0.0
bypass,umda,30,top50,3,45,48,85.0,67.6,55.00000000000001,67.6,50,50,100.0,0.0
bypass,umda,30,top50,3,45,49,75.0,67.6,55.00000000000001,67.6,50,50,100.0,0.0
bypass,umda,30,top50,3,45,50,75.0,69.0,55.00000000000001,69.0,50,50,100.0,0.0
bypass,umda,30,top50,4,46,1,80.0,51.2,25.0,60.0,2,50,4.0,0.0
bypass,umda,30,top50,4,46,2,75.0,54.9,15.0,75.0,2,50,4.0,0.0
bypass,umda,30,top50,4,46,3,75.0,55.4,25.0,68.33333333333333,6,50,12.0,0.0
bypass,umda,30,top50,4,46,4,85.0,58.6,35.0,66.66666666666667,12,50,24.0,0.0
bypass,umda,30,top50,4,46,5,85.0,60.7,25.0,71.38888888888889,18,50,36.0,0.0
bypass,umda,30,top50,4,46,6,95.0,62.3,20.0,72.61904761904762,21,50,42.0,0.0
bypass,umda,30,top50,4,46,7,85.0,63.6,35.0,67.96875,32,50,64.0,0.0
bypass,umda,30,top50,4,46,8,95.0,67.9,35.0,71.08108108108108,37,50,74.0,0.0
bypass,umda,30,top50,4,46,9,95.0,72.1,55.00000000000001,73.48837209302326,43,50,86.0,0.0
bypass,umda,30,top50,4,46,10,95.0,73.2,55.00000000000001,75.48780487804878,41,50,82.0,0.0
bypass,umda,30,top50,4,46,11,95.0,76.3,45.0,77.11111111111111,45,50,90.0,0.0
bypass,umda,30,top50,4,46,12,85.0,73.3,50.0,75.875,40,50,80.0,0.0
bypass,umda,30,top50,4,46,13,95.0,76.7,45.0,78.22222222222223,45,50,90.0,0.0
bypass,umda,30,top50,4,46,14,95.0,77.0,65.0,77.55319148936171,47,50,94.0,0.0
bypass,umda,30,top50,4,46,15,95.0,75.6,55.00000000000001,75.6,50,50,100.0,0.0
bypass,umda,30,top50,4,46,16,95.0,76.3,55.00000000000001,76.3265306122449,49,50,98.0,0.0
bypass,umda,30,top50,4,46,17,95.0,76.1,55.00000000000001,76.1,50,50,100.0,0.0
bypass,umda,30,top50,4,46,18,95.0,77.0,55.00000000000001,77.0,50,50,100.0,0.0
bypass,umda,30,top50,4,46,19,95.0,77.0,55.00000000000001,77.44897959183673,49,50,98.0,0.0
bypass,umda,30,top50,4,46,20,95.0,76.8,55.00000000000001,77.24489795918367,49,50,98.0,0.0
bypass,umda,30,top50,4,46,21,95.0,77.1,55.00000000000001,77.1,50,50,100.0,0.0
bypass,umda,30,top50,4,46,22,100.0,82.0,55.00000000000001,82.0,50,50,100.0,0.0
bypass,umda,30,top50,4,46,23,95.0,81.4,55.00000000000001,81.4,50,50,100.0,0.0
bypass,umda,30,top50,4,46,24,95.0,80.2,55.00000000000001,80.20408163265306,49,50,98.0,0.0
bypass,umda,30,top50,4,46,25,95.0,79.6,65.0,79.6,50,50,100.0,0.0
bypass,umda,30,top50,4,46,26,100.0,77.9,55.00000000000001,77.9,50,50,100.0,0.0
bypass,umda,30,top50,4,46,27,95.0,77.6,55.00000000000001,77.91666666666667,48,50,96.0,0.0
bypass,umda,30,top50,4,46,28,95.0,81.7,65.0,81.7,50,50,100.0,0.0
bypass,umda,30,top50,4,46,29,95.0,83.0,65.0,83.0,50,50,100.0,0.0
bypass,umda,30,top50,4,46,30,95.0,84.7,75.0,84.7,50,50,100.0,0.0
bypass,umda,30,top50,4,46,31,95.0,83.0,65.0,83.36734693877551,49,50,98.0,0.0
bypass,umda,30,top50,4,46,32,95.0,80.6,65.0,80.61224489795919,49,50,98.0,0.0
bypass,umda,30,top50,4,46,33,95.0,80.4,60.0,80.71428571428571,49,50,98.0,0.0
bypass,umda,30,top50,4,46,34,95.0,82.3,55.00000000000001,82.3,50,50,100.0,0.0
bypass,umda,30,top50,4,46,35,95.0,83.5,60.0,83.5,50,50,100.0,0.0
bypass,umda,30,top50,4,46,36,100.0,82.8,55.00000000000001,82.8,50,50,100.0,0.0
bypass,umda,30,top50,4,46,37,95.0,80.4,60.0,80.4,50,50,100.0,0.0
bypass,umda,30,top50,4,46,38,95.0,78.7,55.00000000000001,78.7,50,50,100.0,0.0
bypass,umda,30,top50,4,46,39,95.0,78.0,55.00000000000001,78.0,50,50,100.0,0.0
bypass,umda,30,top50,4,46,40,95.0,76.4,50.0,76.4,50,50,100.0,0.0
bypass,umda,30,top50,4,46,41,95.0,74.5,55.00000000000001,74.5,50,50,100.0,0.0
bypass,umda,30,top50,4,46,42,95.0,75.9,60.0,75.9,50,50,100.0,0.0
bypass,umda,30,top50,4,46,43,95.0,75.0,50.0,75.0,50,50,100.0,0.0
bypass,umda,30,top50,4,46,44,95.0,73.6,60.0,73.6,50,50,100.0,0.0
bypass,umda,30,top50,4,46,45,95.0,74.0,55.00000000000001,74.0,50,50,100.0,0.0
bypass,umda,30,top50,4,46,46,95.0,74.0,50.0,74.0,50,50,100.0,0.0
bypass,umda,30,top50,4,46,47,95.0,76.1,55.00000000000001,76.1,50,50,100.0,0.0
bypass,umda,30,top50,4,46,48,95.0,75.5,60.0,75.5,50,50,100.0,0.0
bypass,umda,30,top50,4,46,49,95.0,75.4,55.00000000000001,75.4,50,50,100.0,0.0
bypass,umda,30,top50,4,46,50,95.0,74.2,60.0,74.2,50,50,100.0,0.0
bypass,umda,30,top50,5,47,1,75.0,50.1,10.0,,0,50,0.0,1.0
bypass,umda,30,top50,5,47,2,85.0,52.0,25.0,,0,50,0.0,1.0
bypass,umda,30,top50,5,47,3,85.0,52.5,5.0,80.0,2,50,4.0,0.0
bypass,umda,30,top50,5,47,4,80.0,57.2,35.0,72.14285714285714,7,50,14.0,0.0
bypass,umda,30,top50,5,47,5,85.0,58.6,25.0,72.77777777777777,9,50,18.0,0.0
bypass,umda,30,top50,5,47,6,90.0,59.5,25.0,71.15384615384616,13,50,26.0,0.0
bypass,umda,30,top50,5,47,7,90.0,63.2,35.0,71.15384615384616,13,50,26.0,0.0
bypass,umda,30,top50,5,47,8,90.0,62.2,40.0,71.94444444444444,18,50,36.0,0.0
bypass,umda,30,top50,5,47,9,85.0,61.5,40.0,67.82608695652173,23,50,46.0,0.0
bypass,umda,30,top50,5,47,10,90.0,69.2,45.0,72.57575757575758,33,50,66.0,0.0
bypass,umda,30,top50,5,47,11,85.0,67.9,40.0,69.87179487179488,39,50,78.0,0.0
bypass,umda,30,top50,5,47,12,85.0,69.6,45.0,72.56756756756756,37,50,74.0,0.0
bypass,umda,30,top50,5,47,13,90.0,71.4,50.0,72.90697674418605,43,50,86.0,0.0
bypass,umda,30,top50,5,47,14,95.0,76.3,55.00000000000001,76.5625,48,50,96.0,0.0
bypass,umda,30,top50,5,47,15,95.0,75.7,60.0,75.95744680851064,47,50,94.0,0.0
bypass,umda,30,top50,5,47,16,95.0,73.3,55.00000000000001,73.08510638297872,47,50,94.0,0.0
bypass,umda,30,top50,5,47,17,95.0,77.3,55.00000000000001,77.65306122448979,49,50,98.0,0.0
bypass,umda,30,top50,5,47,18,95.0,79.7,60.0,79.7,50,50,100.0,0.0
bypass,umda,30,top50,5,47,19,95.0,77.8,65.0,78.22916666666667,48,50,96.0,0.0
bypass,umda,30,top50,5,47,20,95.0,77.8,55.00000000000001,77.85714285714286,49,50,98.0,0.0
bypass,umda,30,top50,5,47,21,95.0,74.3,45.0,74.89795918367346,49,50,98.0,0.0
bypass,umda,30,top50,5,47,22,95.0,73.9,50.0,74.08163265306122,49,50,98.0,0.0
bypass,umda,30,top50,5,47,23,85.0,75.0,55.00000000000001,75.0,50,50,100.0,0.0
bypass,umda,30,top50,5,47,24,95.0,75.2,50.0,75.2,50,50,100.0,0.0
bypass,umda,30,top50,5,47,25,95.0,72.9,55.00000000000001,73.64583333333333,48,50,96.0,0.0
bypass,umda,30,top50,5,47,26,95.0,76.7,65.0,76.7,50,50,100.0,0.0
bypass,umda,30,top50,5,47,27,95.0,75.2,55.00000000000001,75.61224489795919,49,50,98.0,0.0
bypass,umda,30,top50,5,47,28,95.0,77.1,65.0,77.24489795918367,49,50,98.0,0.0
bypass,umda,30,top50,5,47,29,85.0,74.7,65.0,74.7,50,50,100.0,0.0
bypass,umda,30,top50,5,47,30,95.0,75.6,65.0,75.6,50,50,100.0,0.0
bypass,umda,30,top50,5,47,31,95.0,77.4,65.0,77.4,50,50,100.0,0.0
bypass,umda,30,top50,5,47,32,95.0,75.8,45.0,76.5625,48,50,96.0,0.0
bypass,umda,30,top50,5,47,33,95.0,80.8,65.0,80.8,50,50,100.0,0.0
bypass,umda,30,top50,5,47,34,85.0,77.1,55.00000000000001,77.1,50,50,100.0,0.0
bypass,umda,30,top50,5,47,35,95.0,75.0,50.0,75.51020408163265,49,50,98.0,0.0
bypass,umda,30,top50,5,47,36,95.0,76.6,65.0,76.6,50,50,100.0,0.0
bypass,umda,30,top50,5,47,37,100.0,72.3,50.0,72.75510204081633,49,50,98.0,0.0
bypass,umda,30,top50,5,47,38,95.0,74.2,65.0,74.2,50,50,100.0,0.0
bypass,umda,30,top50,5,47,39,85.0,74.6,65.0,74.6,50,50,100.0,0.0
bypass,umda,30,top50,5,47,40,95.0,75.8,65.0,75.8,50,50,100.0,0.0
bypass,umda,30,top50,5,47,41,95.0,76.5,55.00000000000001,76.5,50,50,100.0,0.0
bypass,umda,30,top50,5,47,42,90.0,74.9,55.00000000000001,74.9,50,50,100.0,0.0
bypass,umda,30,top50,5,47,43,90.0,75.3,60.0,75.61224489795919,49,50,98.0,0.0
bypass,umda,30,top50,5,47,44,90.0,76.2,55.00000000000001,76.2,50,50,100.0,0.0
bypass,umda,30,top50,5,47,45,85.0,75.7,65.0,75.7,50,50,100.0,0.0
bypass,umda,30,top50,5,47,46,95.0,76.9,55.00000000000001,77.34693877551021,49,50,98.0,0.0
bypass,umda,30,top50,5,47,47,85.0,74.7,65.0,74.7,50,50,100.0,0.0
bypass,umda,30,top50,5,47,48,90.0,75.9,65.0,75.9,50,50,100.0,0.0
bypass,umda,30,top50,5,47,49,85.0,74.5,65.0,74.5,50,50,100.0,0.0
bypass,umda,30,top50,5,47,50,85.0,73.2,65.0,73.2,50,50,100.0,0.0
bypass,umda,30,top50,6,48,1,85.0,47.7,20.0,65.0,1,50,2.0,0.0
bypass,umda,30,top50,6,48,2,75.0,48.6,25.0,70.0,1,50,2.0,0.0
bypass,umda,30,top50,6,48,3,85.0,52.7,20.0,85.0,1,50,2.0,0.0
bypass,umda,30,top50,6,48,4,85.0,54.2,25.0,,0,50,0.0,1.0
bypass,umda,30,top50,6,48,5,95.0,61.8,40.0,82.5,2,50,4.0,0.0
bypass,umda,30,top50,6,48,6,95.0,66.7,30.0,84.375,8,50,16.0,0.0
bypass,umda,30,top50,6,48,7,95.0,69.5,15.0,80.45454545454545,11,50,22.0,0.0
bypass,umda,30,top50,6,48,8,95.0,71.6,45.0,85.0,9,50,18.0,0.0
bypass,umda,30,top50,6,48,9,95.0,71.9,20.0,80.0,15,50,30.0,0.0
bypass,umda,30,top50,6,48,10,95.0,72.9,35.0,81.36363636363636,22,50,44.0,0.0
bypass,umda,30,top50,6,48,11,95.0,75.1,45.0,79.77272727272727,22,50,44.0,0.0
bypass,umda,30,top50,6,48,12,95.0,76.1,50.0,77.58064516129032,31,50,62.0,0.0
bypass,umda,30,top50,6,48,13,95.0,76.3,45.0,80.14285714285714,35,50,70.0,0.0
bypass,umda,30,top50,6,48,14,90.0,75.3,35.0,80.73529411764706,34,50,68.0,0.0
bypass,umda,30,top50,6,48,15,95.0,79.9,60.0,81.30952380952381,42,50,84.0,0.0
bypass,umda,30,top50,6,48,16,95.0,79.5,60.0,81.75675675675676,37,50,74.0,0.0
bypass,umda,30,top50,6,48,17,95.0,82.2,65.0,82.82608695652173,46,50,92.0,0.0
bypass,umda,30,top50,6,48,18,90.0,82.0,65.0,82.14285714285714,49,50,98.0,0.0
bypass,umda,30,top50,6,48,19,95.0,82.5,65.0,82.39583333333333,48,50,96.0,0.0
bypass,umda,30,top50,6,48,20,90.0,83.1,75.0,83.26530612244898,49,50,98.0,0.0
bypass,umda,30,top50,6,48,21,90.0,83.3,75.0,83.3,50,50,100.0,0.0
bypass,umda,30,top50,6,48,22,90.0,82.2,65.0,82.2,50,50,100.0,0.0
bypass,umda,30,top50,6,48,23,100.0,83.0,60.0,83.26530612244898,49,50,98.0,0.0
bypass,umda,30,top50,6,48,24,95.0,82.5,70.0,82.91666666666667,48,50,96.0,0.0
bypass,umda,30,top50,6,48,25,95.0,82.4,65.0,83.19148936170212,47,50,94.0,0.0
bypass,umda,30,top50,6,48,26,90.0,83.5,75.0,83.5,50,50,100.0,0.0
bypass,umda,30,top50,6,48,27,95.0,84.1,70.0,84.8936170212766,47,50,94.0,0.0
bypass,umda,30,top50,6,48,28,95.0,83.8,75.0,83.9795918367347,49,50,98.0,0.0
bypass,umda,30,top50,6,48,29,85.0,83.9,65.0,83.9,50,50,100.0,0.0
bypass,umda,30,top50,6,48,30,85.0,84.7,75.0,84.7,50,50,100.0,0.0
bypass,umda,30,top50,6,48,31,90.0,84.0,75.0,84.08163265306122,49,50,98.0,0.0
bypass,umda,30,top50,6,48,32,90.0,83.9,75.0,84.27083333333333,48,50,96.0,0.0
bypass,umda,30,top50,6,48,33,85.0,84.6,75.0,84.6,50,50,100.0,0.0
bypass,umda,30,top50,6,48,34,85.0,84.3,75.0,84.3,50,50,100.0,0.0
bypass,umda,30,top50,6,48,35,85.0,83.3,65.0,83.3,50,50,100.0,0.0
bypass,umda,30,top50,6,48,36,95.0,84.2,75.0,84.2,50,50,100.0,0.0
bypass,umda,30,top50,6,48,37,85.0,83.6,70.0,83.87755102040816,49,50,98.0,0.0
bypass,umda,30,top50,6,48,38,85.0,84.6,75.0,84.79591836734694,49,50,98.0,0.0
bypass,umda,30,top50,6,48,39,85.0,84.3,75.0,84.48979591836735,49,50,98.0,0.0
bypass,umda,30,top50,6,48,40,85.0,84.5,75.0,84.5,50,50,100.0,0.0
bypass,umda,30,top50,6,48,41,85.0,84.2,75.0,84.38775510204081,49,50,98.0,0.0
bypass,umda,30,top50,6,48,42,85.0,84.6,75.0,84.6,50,50,100.0,0.0
bypass,umda,30,top50,6,48,43,85.0,84.8,75.0,84.8,50,50,100.0,0.0
bypass,umda,30,top50,6,48,44,85.0,84.8,75.0,84.8,50,50,100.0,0.0
bypass,umda,30,top50,6,48,45,85.0,84.7,75.0,84.7,50,50,100.0,0.0
bypass,umda,30,top50,6,48,46,85.0,85.0,85.0,85.0,50,50,100.0,0.0
bypass,umda,30,top50,6,48,47,85.0,84.8,75.0,84.8,50,50,100.0,0.0
bypass,umda,30,top50,6,48,48,85.0,84.6,75.0,84.6,50,50,100.0,0.0
