net,optimizer,rep,fitness_type,seed,size_gen,mode,total_rules,gen,n_train_rules,rule_added_after_gen,max_accuracy,n_rules_correct,mean_accuracy,pct_success_indv,gen_cpu_time
bypass2,emna,0,softmax,42,50,both,20,166,12,True,95.0,19,80.8,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,167,13,False,95.0,19,81.2,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,168,13,False,85.0,17,80.0,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,169,13,False,95.0,19,81.0,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,170,13,False,85.0,17,80.0,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,171,13,False,95.0,19,78.6,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,172,13,False,95.0,19,80.6,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,173,13,False,95.0,19,80.8,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,174,13,False,95.0,19,81.6,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,175,13,False,85.0,17,80.0,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,176,13,False,95.0,19,81.8,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,177,13,True,95.0,19,81.2,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,178,14,False,95.0,19,80.4,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,179,14,False,95.0,19,80.0,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,180,14,False,95.0,19,81.4,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,181,14,False,95.0,19,80.8,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,182,14,False,95.0,19,81.4,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,183,14,False,95.0,19,79.6,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,184,14,False,95.0,19,80.0,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,185,14,False,95.0,19,80.8,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,186,14,False,85.0,17,80.6,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,187,14,False,95.0,19,80.4,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,188,14,True,95.0,19,80.2,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,189,15,False,95.0,19,81.0,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,190,15,False,95.0,19,82.2,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,191,15,False,95.0,19,82.4,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,192,15,False,95.0,19,82.2,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,193,15,False,95.0,19,84.0,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,194,15,False,95.0,19,83.4,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,195,15,False,95.0,19,84.2,0.0,0.03125
bypass2,emna,0,softmax,42,50,both,20,196,15,False,95.0,19,86.0,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,197,15,False,95.0,19,86.0,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,198,15,False,95.0,19,83.4,0.0,0.0625
bypass2,emna,0,softmax,42,50,both,20,199,15,True,95.0,19,85.4,0.0,0.046875
bypass2,emna,0,softmax,42,50,both,20,200,16,False,95.0,19,83.0,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,1,1,False,85.0,17,53.9,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,2,1,False,90.0,18,53.8,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,3,1,False,85.0,17,53.3,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,4,1,False,95.0,19,58.1,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,5,1,False,85.0,17,59.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,6,1,False,85.0,17,61.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,7,1,False,85.0,17,61.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,8,1,False,95.0,19,63.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,9,1,False,85.0,17,63.2,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,10,1,False,85.0,17,63.2,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,11,1,False,95.0,19,62.1,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,12,1,False,85.0,17,59.1,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,13,1,False,95.0,19,62.1,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,14,1,True,75.0,15,57.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,15,2,False,85.0,17,54.8,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,16,2,False,85.0,17,58.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,17,2,False,95.0,19,57.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,18,2,False,90.0,18,59.8,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,19,2,False,90.0,18,60.8,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,20,2,False,90.0,18,59.5,0.0,0.09375
bypass2,emna,1,softmax,43,50,both,20,21,2,False,80.0,16,59.9,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,22,2,False,85.0,17,57.7,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,23,2,False,80.0,16,59.7,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,24,2,False,85.0,17,62.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,25,2,False,85.0,17,60.7,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,26,2,False,85.0,17,60.7,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,27,2,True,80.0,16,59.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,28,3,False,95.0,19,57.7,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,29,3,False,85.0,17,62.8,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,30,3,False,85.0,17,60.2,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,31,3,False,85.0,17,59.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,32,3,False,90.0,18,62.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,33,3,False,85.0,17,61.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,34,3,False,75.0,15,60.2,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,35,3,False,70.0,14,56.1,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,36,3,False,75.0,15,54.9,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,37,3,False,65.0,13,51.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,38,3,True,70.0,14,49.9,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,39,4,False,65.0,13,48.8,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,40,4,False,65.0,13,49.9,0.0,0.078125
bypass2,emna,1,softmax,43,50,both,20,41,4,False,65.0,13,48.6,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,42,4,False,65.0,13,48.4,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,43,4,False,75.0,15,51.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,44,4,False,75.0,15,54.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,45,4,False,75.0,15,59.9,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,46,4,False,75.0,15,66.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,47,4,False,75.0,15,67.3,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,48,4,False,75.0,15,69.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,49,4,False,85.0,17,69.7,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,50,4,False,75.0,15,69.4,0.0,0.03125
bypass2,emna,1,softmax,43,50,both,20,51,4,False,85.0,17,68.1,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,52,4,False,85.0,17,68.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,53,4,False,85.0,17,70.6,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,54,4,False,85.0,17,73.3,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,55,4,False,85.0,17,73.9,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,56,4,False,85.0,17,74.8,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,57,4,False,85.0,17,75.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,58,4,False,85.0,17,77.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,59,4,True,85.0,17,77.9,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,60,5,False,85.0,17,77.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,61,5,False,85.0,17,79.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,62,5,False,85.0,17,78.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,63,5,False,85.0,17,78.1,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,64,5,False,85.0,17,81.0,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,65,5,False,85.0,17,81.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,66,5,False,85.0,17,81.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,67,5,False,85.0,17,82.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,68,5,False,85.0,17,81.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,69,5,False,85.0,17,81.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,70,5,True,85.0,17,80.8,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,71,6,False,85.0,17,82.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,72,6,False,85.0,17,84.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,73,6,False,85.0,17,83.8,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,74,6,False,85.0,17,83.5,0.0,0.078125
bypass2,emna,1,softmax,43,50,both,20,75,6,False,85.0,17,84.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,76,6,False,85.0,17,84.1,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,77,6,False,85.0,17,84.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,78,6,False,85.0,17,84.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,79,6,False,85.0,17,82.5,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,80,6,False,85.0,17,83.4,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,81,6,True,85.0,17,84.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,82,7,False,85.0,17,84.1,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,83,7,False,85.0,17,84.9,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,84,7,False,85.0,17,84.1,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,85,7,False,85.0,17,83.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,86,7,False,85.0,17,83.8,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,87,7,False,85.0,17,83.1,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,88,7,False,85.0,17,84.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,89,7,False,85.0,17,83.7,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,90,7,False,85.0,17,83.7,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,91,7,False,85.0,17,83.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,92,7,True,85.0,17,83.4,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,93,8,False,85.0,17,83.1,0.0,0.078125
bypass2,emna,1,softmax,43,50,both,20,94,8,False,85.0,17,82.3,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,95,8,False,85.0,17,81.8,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,96,8,False,85.0,17,81.8,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,97,8,False,85.0,17,81.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,98,8,False,85.0,17,82.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,99,8,False,85.0,17,81.8,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,100,8,False,85.0,17,81.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,101,8,False,90.0,18,82.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,102,8,False,85.0,17,81.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,103,8,False,85.0,17,82.1,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,104,8,False,85.0,17,82.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,105,8,False,85.0,17,81.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,106,8,False,85.0,17,81.8,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,107,8,False,85.0,17,81.8,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,108,8,False,85.0,17,82.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,109,8,False,95.0,19,83.1,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,110,8,False,95.0,19,82.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,111,8,False,85.0,17,82.1,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,112,8,False,95.0,19,83.3,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,113,8,False,90.0,18,81.9,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,114,8,False,90.0,18,81.3,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,115,8,False,95.0,19,83.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,116,8,False,85.0,17,82.8,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,117,8,False,85.0,17,83.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,118,8,False,95.0,19,82.7,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,119,8,True,95.0,19,83.9,0.0,0.078125
bypass2,emna,1,softmax,43,50,both,20,120,9,False,95.0,19,84.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,121,9,False,95.0,19,83.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,122,9,False,95.0,19,85.6,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,123,9,False,85.0,17,84.0,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,124,9,False,95.0,19,85.7,0.0,0.078125
bypass2,emna,1,softmax,43,50,both,20,125,9,False,95.0,19,86.4,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,126,9,False,95.0,19,85.7,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,127,9,False,95.0,19,86.9,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,128,9,False,95.0,19,84.1,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,129,9,False,95.0,19,84.3,0.0,0.078125
bypass2,emna,1,softmax,43,50,both,20,130,9,True,95.0,19,87.5,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,131,10,False,95.0,19,86.4,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,132,10,False,95.0,19,87.6,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,133,10,False,95.0,19,88.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,134,10,False,95.0,19,89.1,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,135,10,False,95.0,19,88.7,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,136,10,False,95.0,19,90.6,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,137,10,False,95.0,19,90.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,138,10,False,95.0,19,89.4,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,139,10,False,95.0,19,90.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,140,10,False,95.0,19,91.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,141,10,True,95.0,19,89.4,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,142,11,False,95.0,19,88.8,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,143,11,False,95.0,19,89.3,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,144,11,False,95.0,19,91.1,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,145,11,False,95.0,19,89.6,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,146,11,False,95.0,19,88.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,147,11,False,95.0,19,89.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,148,11,False,95.0,19,92.2,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,149,11,False,95.0,19,91.7,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,150,11,False,95.0,19,93.4,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,151,11,False,95.0,19,92.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,152,11,True,95.0,19,93.1,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,153,12,False,95.0,19,93.4,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,154,12,False,95.0,19,91.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,155,12,False,95.0,19,91.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,156,12,False,95.0,19,92.8,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,157,12,False,95.0,19,93.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,158,12,False,95.0,19,93.0,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,159,12,False,95.0,19,92.8,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,160,12,False,95.0,19,93.8,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,161,12,False,95.0,19,92.9,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,162,12,False,95.0,19,92.8,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,163,12,True,95.0,19,93.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,164,13,False,95.0,19,93.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,165,13,False,95.0,19,93.3,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,166,13,False,95.0,19,92.6,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,167,13,False,95.0,19,92.9,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,168,13,False,95.0,19,93.6,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,169,13,False,95.0,19,93.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,170,13,False,95.0,19,93.6,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,171,13,False,95.0,19,93.7,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,172,13,False,95.0,19,94.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,173,13,False,95.0,19,94.2,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,174,13,True,95.0,19,94.1,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,175,14,False,95.0,19,94.3,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,176,14,False,95.0,19,94.3,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,177,14,False,95.0,19,94.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,178,14,False,95.0,19,94.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,179,14,False,95.0,19,94.5,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,180,14,False,95.0,19,94.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,181,14,False,95.0,19,94.4,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,182,14,False,95.0,19,94.4,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,183,14,False,95.0,19,94.3,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,184,14,False,95.0,19,95.0,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,185,14,True,95.0,19,93.9,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,186,15,False,95.0,19,94.7,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,187,15,False,95.0,19,94.1,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,188,15,False,95.0,19,94.2,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,189,15,False,95.0,19,94.7,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,190,15,False,95.0,19,94.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,191,15,False,95.0,19,94.7,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,192,15,False,95.0,19,94.5,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,193,15,False,95.0,19,94.9,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,194,15,False,95.0,19,94.8,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,195,15,False,95.0,19,94.6,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,196,15,True,95.0,19,95.0,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,197,16,False,95.0,19,94.7,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,198,16,False,95.0,19,94.7,0.0,0.0625
bypass2,emna,1,softmax,43,50,both,20,199,16,False,95.0,19,94.7,0.0,0.046875
bypass2,emna,1,softmax,43,50,both,20,200,16,False,95.0,19,94.3,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,1,1,False,80.0,16,53.0,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,2,1,False,85.0,17,50.8,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,3,1,False,80.0,16,54.3,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,4,1,False,85.0,17,53.8,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,5,1,False,85.0,17,52.6,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,6,1,False,80.0,16,57.5,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,7,1,False,95.0,19,54.9,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,8,1,False,80.0,16,55.7,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,9,1,False,85.0,17,54.7,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,10,1,False,85.0,17,52.4,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,11,1,False,85.0,17,53.7,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,12,1,False,85.0,17,55.1,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,13,1,False,85.0,17,55.5,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,14,1,False,85.0,17,54.2,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,15,1,False,75.0,15,53.6,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,16,1,False,85.0,17,55.9,0.0,0.03125
bypass2,emna,2,softmax,44,50,both,20,17,1,True,85.0,17,51.5,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,18,2,False,95.0,19,53.8,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,19,2,False,95.0,19,53.4,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,20,2,False,75.0,15,51.9,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,21,2,False,75.0,15,51.2,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,22,2,False,75.0,15,53.8,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,23,2,False,85.0,17,54.2,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,24,2,False,85.0,17,55.9,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,25,2,False,75.0,15,54.4,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,26,2,False,85.0,17,55.0,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,27,2,False,75.0,15,49.2,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,28,2,True,75.0,15,51.3,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,29,3,False,85.0,17,53.4,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,30,3,False,75.0,15,53.7,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,31,3,False,85.0,17,60.1,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,32,3,False,75.0,15,62.3,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,33,3,False,85.0,17,60.2,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,34,3,False,85.0,17,62.9,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,35,3,False,75.0,15,59.4,0.0,0.078125
bypass2,emna,2,softmax,44,50,both,20,36,3,False,75.0,15,59.4,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,37,3,False,75.0,15,61.5,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,38,3,False,85.0,17,64.6,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,39,3,True,85.0,17,65.2,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,40,4,False,85.0,17,65.5,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,41,4,False,75.0,15,64.7,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,42,4,False,75.0,15,65.4,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,43,4,False,85.0,17,66.6,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,44,4,False,75.0,15,66.6,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,45,4,False,75.0,15,68.2,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,46,4,False,75.0,15,65.9,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,47,4,False,75.0,15,65.8,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,48,4,False,75.0,15,68.4,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,49,4,False,75.0,15,66.6,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,50,4,True,75.0,15,66.4,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,51,5,False,75.0,15,66.6,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,52,5,False,75.0,15,65.4,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,53,5,False,65.0,13,65.0,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,54,5,False,75.0,15,65.2,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,55,5,False,75.0,15,65.8,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,56,5,False,75.0,15,65.2,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,57,5,False,75.0,15,65.2,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,58,5,False,75.0,15,65.2,0.0,0.046875
bypass2,emna,2,softmax,44,50,both,20,59,5,False,65.0,13,65.0,0.0,0.0625
bypass2,emna,2,softmax,44,50,both,20,60,5,False,75.0,15,65.6,0.0,0.046875
