net,optimizer,rep,fitness_type,seed,size_gen,mode,total_rules,gen,n_train_rules,rule_added_after_gen,max_accuracy,n_rules_correct,mean_accuracy,pct_success_indv,gen_cpu_time
bypass2,umda,0,binary,42,50,both,20,1,1,False,85.0,17,50.7,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,2,1,False,75.0,15,48.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,3,1,False,85.0,17,48.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,4,1,False,80.0,16,50.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,5,1,False,85.0,17,55.7,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,6,1,False,75.0,15,53.1,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,7,1,False,90.0,18,50.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,8,1,False,75.0,15,52.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,9,1,False,75.0,15,52.8,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,10,1,False,80.0,16,52.4,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,11,1,False,80.0,16,53.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,12,1,False,85.0,17,52.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,13,1,False,90.0,18,52.3,0.0,0.03125
bypass2,umda,0,binary,42,50,both,20,14,1,False,75.0,15,51.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,15,1,False,75.0,15,51.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,16,1,False,85.0,17,47.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,17,1,True,65.0,13,47.8,0.0,0.078125
bypass2,umda,0,binary,42,50,both,20,18,2,False,75.0,15,47.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,19,2,False,75.0,15,46.7,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,20,2,False,85.0,17,53.4,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,21,2,False,85.0,17,57.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,22,2,False,85.0,17,57.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,23,2,False,75.0,15,56.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,24,2,False,75.0,15,58.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,25,2,False,85.0,17,59.9,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,26,2,False,85.0,17,58.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,27,2,False,85.0,17,59.7,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,28,2,False,85.0,17,59.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,29,2,False,75.0,15,57.0,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,30,2,True,85.0,17,58.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,31,3,False,75.0,15,53.3,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,32,3,False,75.0,15,52.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,33,3,False,75.0,15,51.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,34,3,False,75.0,15,53.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,35,3,False,75.0,15,53.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,36,3,False,75.0,15,54.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,37,3,False,65.0,13,53.1,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,38,3,False,65.0,13,54.4,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,39,3,False,75.0,15,57.7,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,40,3,False,75.0,15,58.7,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,41,3,True,65.0,13,56.3,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,42,4,False,75.0,15,57.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,43,4,False,75.0,15,58.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,44,4,False,65.0,13,58.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,45,4,False,65.0,13,56.1,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,46,4,False,65.0,13,55.4,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,47,4,False,70.0,14,54.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,48,4,False,65.0,13,50.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,49,4,False,65.0,13,51.4,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,50,4,False,65.0,13,54.2,0.0,0.03125
bypass2,umda,0,binary,42,50,both,20,51,4,False,65.0,13,54.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,52,4,True,65.0,13,54.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,53,5,False,65.0,13,52.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,54,5,False,65.0,13,54.1,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,55,5,False,65.0,13,57.1,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,56,5,False,65.0,13,56.4,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,57,5,False,65.0,13,56.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,58,5,False,65.0,13,57.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,59,5,False,70.0,14,57.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,60,5,False,65.0,13,57.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,61,5,False,65.0,13,58.1,0.0,0.03125
bypass2,umda,0,binary,42,50,both,20,62,5,False,65.0,13,57.0,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,63,5,False,65.0,13,56.2,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,64,5,False,75.0,15,58.9,0.0,0.078125
bypass2,umda,0,binary,42,50,both,20,65,5,False,70.0,14,57.7,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,66,5,False,70.0,14,58.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,67,5,False,65.0,13,56.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,68,5,False,65.0,13,57.3,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,69,5,False,65.0,13,56.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,70,5,False,75.0,15,56.9,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,71,5,False,70.0,14,55.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,72,5,False,65.0,13,54.4,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,73,5,False,65.0,13,55.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,74,5,True,65.0,13,55.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,75,6,False,65.0,13,57.2,0.0,0.03125
bypass2,umda,0,binary,42,50,both,20,76,6,False,65.0,13,56.4,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,77,6,False,65.0,13,56.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,78,6,False,65.0,13,59.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,79,6,False,65.0,13,58.3,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,80,6,False,65.0,13,59.4,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,81,6,False,65.0,13,59.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,82,6,False,65.0,13,60.5,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,83,6,False,65.0,13,59.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,84,6,False,65.0,13,60.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,85,6,True,65.0,13,59.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,86,7,False,65.0,13,59.1,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,87,7,False,65.0,13,60.1,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,88,7,False,65.0,13,61.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,89,7,False,65.0,13,62.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,90,7,False,65.0,13,63.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,91,7,False,65.0,13,62.9,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,92,7,False,65.0,13,64.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,93,7,False,65.0,13,62.6,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,94,7,False,65.0,13,62.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,95,7,False,65.0,13,61.2,0.0,0.03125
bypass2,umda,0,binary,42,50,both,20,96,7,False,75.0,15,61.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,97,7,False,75.0,15,61.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,98,7,False,65.0,13,62.5,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,99,7,False,65.0,13,61.4,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,100,7,False,65.0,13,62.6,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,101,7,False,65.0,13,61.1,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,102,7,False,65.0,13,60.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,103,7,False,65.0,13,60.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,104,7,False,75.0,15,60.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,105,7,False,65.0,13,60.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,106,7,True,75.0,15,61.4,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,107,8,False,75.0,15,62.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,108,8,False,75.0,15,61.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,109,8,False,75.0,15,60.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,110,8,False,75.0,15,61.2,0.0,0.078125
bypass2,umda,0,binary,42,50,both,20,111,8,False,75.0,15,61.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,112,8,False,65.0,13,59.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,113,8,False,75.0,15,60.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,114,8,False,65.0,13,61.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,115,8,False,75.0,15,62.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,116,8,False,75.0,15,63.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,117,8,True,65.0,13,62.3,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,118,9,False,75.0,15,63.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,119,9,False,75.0,15,63.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,120,9,False,75.0,15,64.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,121,9,False,75.0,15,64.6,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,122,9,False,75.0,15,64.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,123,9,False,75.0,15,66.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,124,9,False,75.0,15,65.7,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,125,9,False,75.0,15,66.4,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,126,9,False,75.0,15,65.7,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,127,9,False,75.0,15,64.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,128,9,True,75.0,15,64.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,129,10,False,75.0,15,63.1,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,130,10,False,75.0,15,62.1,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,131,10,False,75.0,15,61.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,132,10,False,75.0,15,61.1,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,133,10,False,75.0,15,60.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,134,10,False,75.0,15,57.7,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,135,10,False,75.0,15,58.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,136,10,False,70.0,14,58.0,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,137,10,False,75.0,15,58.3,0.0,0.078125
bypass2,umda,0,binary,42,50,both,20,138,10,False,70.0,14,58.2,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,139,10,True,65.0,13,58.3,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,140,11,False,65.0,13,58.3,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,141,11,False,65.0,13,58.1,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,142,11,False,65.0,13,58.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,143,11,False,65.0,13,59.7,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,144,11,False,65.0,13,59.3,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,145,11,False,65.0,13,59.6,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,146,11,False,65.0,13,60.0,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,147,11,False,65.0,13,60.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,148,11,False,65.0,13,59.1,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,149,11,False,65.0,13,60.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,150,11,True,65.0,13,59.4,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,151,12,False,65.0,13,58.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,152,12,False,75.0,15,59.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,153,12,False,65.0,13,59.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,154,12,False,75.0,15,59.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,155,12,False,65.0,13,59.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,156,12,False,65.0,13,58.3,0.0,0.03125
bypass2,umda,0,binary,42,50,both,20,157,12,False,65.0,13,58.9,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,158,12,False,70.0,14,58.3,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,159,12,False,75.0,15,60.3,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,160,12,False,75.0,15,60.4,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,161,12,False,75.0,15,61.3,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,162,12,False,85.0,17,64.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,163,12,False,75.0,15,65.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,164,12,False,75.0,15,66.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,165,12,False,85.0,17,66.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,166,12,False,75.0,15,65.7,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,167,12,False,80.0,16,65.5,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,168,12,False,85.0,17,67.9,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,169,12,False,80.0,16,68.2,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,170,12,False,85.0,17,73.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,171,12,False,85.0,17,75.3,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,172,12,True,85.0,17,75.0,0.0,0.03125
bypass2,umda,0,binary,42,50,both,20,173,13,False,85.0,17,76.1,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,174,13,False,85.0,17,75.3,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,175,13,False,85.0,17,75.6,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,176,13,False,85.0,17,76.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,177,13,False,85.0,17,75.0,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,178,13,False,85.0,17,75.1,0.0,0.078125
bypass2,umda,0,binary,42,50,both,20,179,13,False,85.0,17,74.6,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,180,13,False,85.0,17,76.1,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,181,13,False,80.0,16,75.3,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,182,13,False,80.0,16,73.7,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,183,13,True,85.0,17,72.8,0.0,0.078125
bypass2,umda,0,binary,42,50,both,20,184,14,False,90.0,18,73.3,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,185,14,False,85.0,17,73.0,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,186,14,False,85.0,17,74.9,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,187,14,False,85.0,17,76.1,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,188,14,False,85.0,17,77.6,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,189,14,False,85.0,17,77.7,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,190,14,False,85.0,17,78.2,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,191,14,False,85.0,17,78.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,192,14,False,85.0,17,77.5,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,193,14,False,85.0,17,78.0,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,194,14,True,90.0,18,78.7,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,195,15,False,90.0,18,80.0,0.0,0.0625
bypass2,umda,0,binary,42,50,both,20,196,15,False,90.0,18,80.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,197,15,False,90.0,18,81.8,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,198,15,False,90.0,18,82.4,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,199,15,False,90.0,18,84.1,0.0,0.046875
bypass2,umda,0,binary,42,50,both,20,200,15,False,90.0,18,83.5,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,1,1,False,85.0,17,53.9,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,2,1,False,85.0,17,50.3,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,3,1,False,95.0,19,51.5,0.0,0.03125
bypass2,umda,1,binary,43,50,both,20,4,1,False,80.0,16,51.6,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,5,1,False,85.0,17,50.0,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,6,1,False,85.0,17,50.3,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,7,1,False,80.0,16,50.5,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,8,1,False,75.0,15,52.2,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,9,1,False,80.0,16,52.8,0.0,0.03125
bypass2,umda,1,binary,43,50,both,20,10,1,False,90.0,18,54.5,0.0,0.0625
bypass2,umda,1,binary,43,50,both,20,11,1,False,80.0,16,54.5,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,12,1,False,90.0,18,53.4,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,13,1,True,90.0,18,54.8,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,14,2,False,90.0,18,56.1,0.0,0.0625
bypass2,umda,1,binary,43,50,both,20,15,2,False,90.0,18,61.4,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,16,2,False,85.0,17,59.5,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,17,2,False,85.0,17,60.4,0.0,0.0625
bypass2,umda,1,binary,43,50,both,20,18,2,False,85.0,17,58.1,0.0,0.03125
bypass2,umda,1,binary,43,50,both,20,19,2,False,85.0,17,59.0,0.0,0.046875
bypass2,umda,1,binary,43,50,both,20,20,2,False,95.0,19,65.7,0.0,0.0625
bypass2,umda,1,binary,43,50,both,20,21,2,False,100.0,20,66.7,2.0,0.046875
bypass2,umda,2,binary,44,50,both,20,1,1,False,80.0,16,53.0,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,2,1,False,75.0,15,49.2,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,3,1,False,85.0,17,52.6,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,4,1,False,80.0,16,52.4,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,5,1,False,85.0,17,56.5,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,6,1,False,90.0,18,56.2,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,7,1,False,85.0,17,56.4,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,8,1,False,85.0,17,60.5,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,9,1,False,85.0,17,63.5,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,10,1,False,85.0,17,65.4,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,11,1,False,95.0,19,64.7,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,12,1,False,95.0,19,63.9,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,13,1,False,85.0,17,60.0,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,14,1,False,90.0,18,63.6,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,15,1,False,95.0,19,61.5,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,16,1,False,85.0,17,61.9,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,17,1,False,85.0,17,58.3,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,18,1,False,90.0,18,59.4,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,19,1,False,85.0,17,60.5,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,20,1,False,85.0,17,58.3,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,21,1,True,85.0,17,60.0,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,22,2,False,80.0,16,59.1,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,23,2,False,85.0,17,58.8,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,24,2,False,90.0,18,60.9,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,25,2,False,80.0,16,57.2,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,26,2,False,85.0,17,54.9,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,27,2,False,85.0,17,51.7,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,28,2,False,85.0,17,54.6,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,29,2,False,80.0,16,53.9,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,30,2,False,75.0,15,53.3,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,31,2,False,85.0,17,53.2,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,32,2,False,90.0,18,54.1,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,33,2,False,85.0,17,62.2,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,34,2,False,95.0,19,64.2,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,35,2,False,85.0,17,63.2,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,36,2,False,95.0,19,62.6,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,37,2,False,85.0,17,66.0,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,38,2,False,95.0,19,65.0,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,39,2,False,85.0,17,62.8,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,40,2,False,90.0,18,63.9,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,41,2,False,80.0,16,62.1,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,42,2,False,95.0,19,64.6,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,43,2,False,95.0,19,64.3,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,44,2,True,85.0,17,65.5,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,45,3,False,90.0,18,67.9,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,46,3,False,90.0,18,71.2,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,47,3,False,90.0,18,71.9,0.0,0.03125
bypass2,umda,2,binary,44,50,both,20,48,3,False,95.0,19,72.0,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,49,3,False,95.0,19,72.0,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,50,3,False,85.0,17,72.9,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,51,3,False,85.0,17,71.8,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,52,3,False,85.0,17,72.3,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,53,3,False,85.0,17,72.1,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,54,3,False,85.0,17,72.0,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,55,3,False,85.0,17,71.2,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,56,3,False,85.0,17,70.2,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,57,3,False,85.0,17,68.9,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,58,3,True,75.0,15,68.2,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,59,4,False,90.0,18,68.2,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,60,4,False,85.0,17,67.6,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,61,4,False,80.0,16,68.5,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,62,4,False,85.0,17,69.0,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,63,4,False,85.0,17,69.4,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,64,4,False,85.0,17,71.2,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,65,4,False,90.0,18,70.8,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,66,4,False,85.0,17,68.9,0.0,0.03125
bypass2,umda,2,binary,44,50,both,20,67,4,False,85.0,17,68.5,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,68,4,False,85.0,17,70.3,0.0,0.0625
bypass2,umda,2,binary,44,50,both,20,69,4,True,90.0,18,71.7,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,70,5,False,85.0,17,71.6,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,71,5,False,85.0,17,70.3,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,72,5,False,85.0,17,70.7,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,73,5,False,80.0,16,70.1,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,74,5,False,85.0,17,69.1,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,75,5,False,85.0,17,71.3,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,76,5,False,80.0,16,69.8,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,77,5,False,80.0,16,69.7,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,78,5,False,80.0,16,70.5,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,79,5,False,80.0,16,68.9,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,80,5,True,85.0,17,69.7,0.0,0.046875
bypass2,umda,2,binary,44,50,both,20,81,6,False,75.0,15,69.0,0.0,0.046875
