fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,stop_gen_mean,stop_gen_std,stop_gen_min,stop_gen_max,generation,mean_fitness,mean_accuracy,mean_error,fitness_std,accuracy_std
regret_reg,top70,4,20,,,,,94,0.366367,62.24,7.153792,0.019518,3.94
regret_reg,top70,4,20,,,,,95,0.361917,62.07,7.176266,0.011658,3.91
regret_reg,top70,4,20,,,,,96,0.356129,62.62,7.235669,0.007360,4.13
regret_reg,top70,4,20,,,,,97,0.363544,62.70,7.208908,0.014391,4.18
regret_reg,top70,4,20,,,,,98,0.361347,62.79,7.275585,0.010767,4.25
regret_reg,top70,4,20,,,,,99,0.362563,62.70,7.279548,0.012714,4.18
regret_reg,top70,4,20,,,,,100,0.359692,62.91,7.264677,0.008530,4.35
regret_reg,top70,6,30,,,,,1,16.594610,49.92,22.652780,0.416820,1.70
regret_reg,top70,6,30,,,,,2,15.640210,51.15,21.636295,0.675629,1.93
regret_reg,top70,6,30,,,,,3,15.041753,50.30,20.952246,0.341617,1.90
regret_reg,top70,6,30,,,,,4,14.081659,51.47,20.466614,0.650627,2.09
regret_reg,top70,6,30,,,,,5,12.789066,54.12,20.297801,1.187658,2.78
regret_reg,top70,6,30,,,,,6,12.093002,52.42,19.786935,0.809501,2.77
regret_reg,top70,6,30,,,,,7,10.777596,54.56,18.820475,0.856945,2.43
regret_reg,top70,6,30,,,,,8,9.941270,55.51,18.095330,0.747374,3.01
regret_reg,top70,6,30,,,,,9,9.128871,57.50,17.757931,0.463540,3.24
regret_reg,top70,6,30,,,,,10,8.068979,58.76,17.348073,0.463412,3.64
regret_reg,top70,6,30,,,,,11,7.468380,59.53,16.842672,0.617703,3.34
regret_reg,top70,6,30,,,,,12,6.833397,59.80,16.511617,0.629671,3.81
regret_reg,top70,6,30,,,,,13,6.301827,59.45,15.579319,0.683045,3.49
regret_reg,top70,6,30,,,,,14,5.859641,60.85,15.289745,0.521466,4.49
regret_reg,top70,6,30,,,,,15,5.429523,62.01,15.034599,0.598826,5.10
regret_reg,top70,6,30,,,,,16,4.817141,62.83,14.721022,0.421283,3.36
regret_reg,top70,6,30,,,,,17,4.339227,63.60,14.861055,0.450143,3.89
regret_reg,top70,6,30,,,,,18,3.814133,64.63,14.555836,0.483457,3.10
regret_reg,top70,6,30,,,,,19,3.458387,66.02,13.997330,0.450698,3.98
regret_reg,top70,6,30,,,,,20,3.142367,67.69,13.700811,0.369591,4.15
regret_reg,top70,6,30,,,,,21,2.834553,68.08,13.419571,0.312375,3.89
regret_reg,top70,6,30,,,,,22,2.577165,67.36,12.937092,0.286897,4.51
regret_reg,top70,6,30,,,,,23,2.334828,68.34,12.704777,0.308006,3.97
regret_reg,top70,6,30,,,,,24,2.135509,69.41,12.303157,0.263859,4.89
regret_reg,top70,6,30,,,,,25,1.989837,68.93,12.115144,0.281932,6.56
regret_reg,top70,6,30,,,,,26,1.777284,70.05,11.668452,0.236878,5.41
regret_reg,top70,6,30,,,,,27,1.595196,70.92,11.322605,0.216208,5.29
regret_reg,top70,6,30,,,,,28,1.465210,71.09,10.681314,0.219505,5.50
regret_reg,top70,6,30,,,,,29,1.321758,72.21,10.478166,0.174099,6.11
regret_reg,top70,6,30,,,,,30,1.202330,72.57,10.366746,0.167235,6.69
regret_reg,top70,6,30,,,,,31,1.090291,72.69,9.680734,0.143716,6.52
regret_reg,top70,6,30,,,,,32,1.013126,72.98,9.459361,0.141774,5.29
regret_reg,top70,6,30,,,,,33,0.907227,72.26,8.942592,0.133245,5.89
regret_reg,top70,6,30,,,,,34,0.831475,73.02,9.023114,0.119662,5.38
regret_reg,top70,6,30,,,,,35,0.765694,72.24,8.920766,0.113820,5.13
regret_reg,top70,6,30,,,,,36,0.720462,73.18,8.579401,0.112853,5.18
regret_reg,top70,6,30,,,,,37,0.673731,71.87,8.480734,0.096454,4.94
regret_reg,top70,6,30,,,,,38,0.646346,70.88,8.342472,0.099040,5.04
regret_reg,top70,6,30,,,,,39,0.616241,72.33,8.095221,0.091131,5.41
regret_reg,top70,6,30,,,,,40,0.574083,71.77,8.194108,0.082297,5.64
regret_reg,top70,6,30,,,,,41,0.558771,72.13,8.216528,0.083344,5.65
regret_reg,top70,6,30,,,,,42,0.543632,71.70,8.112136,0.072365,5.34
regret_reg,top70,6,30,,,,,43,0.534048,71.59,7.890817,0.071975,6.05
regret_reg,top70,6,30,,,,,44,0.511932,72.10,7.679561,0.077205,5.79
regret_reg,top70,6,30,,,,,45,0.493016,71.79,7.562565,0.057616,5.06
regret_reg,top70,6,30,,,,,46,0.470870,71.66,7.526168,0.061081,4.64
regret_reg,top70,6,30,,,,,47,0.461154,71.11,7.510655,0.043322,4.88
regret_reg,top70,6,30,,,,,48,0.475730,72.16,7.553334,0.056498,4.04
regret_reg,top70,6,30,,,,,49,0.465007,71.63,7.487949,0.027857,3.71
regret_reg,top70,6,30,,,,,50,0.453974,70.50,7.481047,0.030473,3.44
regret_reg,top70,6,30,,,,,51,0.461907,69.57,7.412448,0.031809,4.32
regret_reg,top70,6,30,,,,,52,0.447250,69.38,7.565488,0.030845,4.07
regret_reg,top70,6,30,,,,,53,0.438616,70.17,7.639874,0.044351,3.67
regret_reg,top70,6,30,,,,,54,0.448424,69.58,7.452205,0.043120,3.66
regret_reg,top70,6,30,,,,,55,0.446411,70.31,7.493597,0.038530,3.97
regret_reg,top70,6,30,,,,,56,0.462309,69.75,7.439045,0.034040,3.66
regret_reg,top70,6,30,,,,,57,0.447235,70.15,7.339037,0.018057,3.87
regret_reg,top70,6,30,,,,,58,0.424163,70.69,7.211653,0.030192,4.05
regret_reg,top70,6,30,,,,,59,0.425323,69.60,7.408318,0.039517,3.75
regret_reg,top70,6,30,,,,,60,0.438434,69.97,7.347147,0.027610,3.75
regret_reg,top70,6,30,,,,,61,0.436777,70.31,7.265751,0.024776,4.13
regret_reg,top70,6,30,,,,,62,0.429214,69.40,7.456112,0.030289,5.05
regret_reg,top70,6,30,,,,,63,0.425660,70.27,7.249399,0.032917,4.08
regret_reg,top70,6,30,,,,,64,0.408396,70.93,7.194980,0.028917,3.68
regret_reg,top70,6,30,,,,,65,0.413648,71.52,7.371254,0.017552,3.39
regret_reg,top70,6,30,,,,,66,0.432965,70.81,7.221416,0.027280,3.00
regret_reg,top70,6,30,,,,,67,0.426420,70.41,7.213260,0.057112,3.31
regret_reg,top70,6,30,,,,,68,0.455046,69.65,7.260830,0.033359,3.99
regret_reg,top70,6,30,,,,,69,0.428149,70.22,7.388311,0.029979,4.42
regret_reg,top70,6,30,,,,,70,0.425912,69.99,7.449423,0.033753,4.92
regret_reg,top70,6,30,,,,,71,0.431558,69.86,7.487193,0.033328,4.69
regret_reg,top70,6,30,,,,,72,0.428027,70.23,7.444434,0.046344,3.86
regret_reg,top70,6,30,,,,,73,0.422184,69.90,7.406000,0.024050,4.20
regret_reg,top70,6,30,,,,,74,0.444015,69.62,7.407420,0.030995,4.44
regret_reg,top70,6,30,,,,,75,0.423353,70.67,7.324335,0.027959,4.05
regret_reg,top70,6,30,,,,,76,0.447969,70.09,7.393826,0.039627,3.34
regret_reg,top70,6,30,,,,,77,0.441011,69.56,7.560559,0.029966,3.94
regret_reg,top70,6,30,,,,,78,0.438871,71.18,7.450452,0.025404,3.59
regret_reg,top70,6,30,,,,,79,0.420371,72.67,7.503473,0.029844,3.92
regret_reg,top70,6,30,,,,,80,0.415086,72.02,7.571077,0.030516,3.41
regret_reg,top70,6,30,,,,,81,0.416917,71.78,7.568750,0.027511,3.78
regret_reg,top70,6,30,,,,,82,0.410427,72.61,7.479340,0.035183,3.18
regret_reg,top70,6,30,,,,,83,0.430390,70.58,7.490101,0.028291,3.48
regret_reg,top70,6,30,,,,,84,0.420479,70.88,7.511773,0.047010,3.70
regret_reg,top70,6,30,,,,,85,0.422565,70.12,7.549767,0.027475,4.87
regret_reg,top70,6,30,,,,,86,0.408437,70.81,7.676792,0.032894,3.91
regret_reg,top70,6,30,,,,,87,0.420304,71.18,7.759113,0.021139,3.99
regret_reg,top70,6,30,,,,,88,0.415940,71.24,7.483091,0.028630,3.77
regret_reg,top70,6,30,,,,,89,0.406183,71.26,7.492778,0.029778,3.61
regret_reg,top70,6,30,,,,,90,0.407939,70.86,7.493392,0.023271,4.12
regret_reg,top70,6,30,,,,,91,0.407592,70.47,7.395888,0.029553,4.20
regret_reg,top70,6,30,,,,,92,0.404003,70.62,7.325992,0.025051,4.32
regret_reg,top70,6,30,,,,,93,0.421330,70.31,7.428213,0.040085,4.46
regret_reg,top70,6,30,,,,,94,0.416153,71.24,7.462011,0.028729,3.84
regret_reg,top70,6,30,,,,,95,0.424755,70.85,7.616209,0.043130,4.31
regret_reg,top70,6,30,,,,,96,0.422305,71.08,7.530300,0.026896,3.87
regret_reg,top70,6,30,,,,,97,0.407185,70.81,7.502147,0.019103,4.07
regret_reg,top70,6,30,,,,,98,0.408418,70.21,7.555228,0.014962,4.95
regret_reg,top70,6,30,,,,,99,0.416700,70.17,7.589065,0.024949,5.18
regret_reg,top70,6,30,,,,,100,0.405433,70.46,7.585473,0.033997,5.29
regret_reg,top70,8,40,,,,,1,19.833694,48.07,22.499322,0.704151,1.74
regret_reg,top70,8,40,,,,,2,18.208379,50.07,20.863262,0.929171,2.20
regret_reg,top70,8,40,,,,,3,17.233381,49.85,20.572502,1.114760,0.93
regret_reg,top70,8,40,,,,,4,16.128589,51.62,20.413431,1.034711,2.52
regret_reg,top70,8,40,,,,,5,15.314128,51.76,20.554213,0.948091,1.96
regret_reg,top70,8,40,,,,,6,14.178007,52.84,19.986979,1.026640,1.56
regret_reg,top70,8,40,,,,,7,13.202188,54.19,19.493730,1.015035,2.30
regret_reg,top70,8,40,,,,,8,12.440694,54.55,19.219175,0.409984,3.05
regret_reg,top70,8,40,,,,,9,11.092081,56.11,18.734658,0.805780,4.12
regret_reg,top70,8,40,,,,,10,10.291847,56.59,18.875132,0.773886,4.33
regret_reg,top70,8,40,,,,,11,9.505137,58.10,18.758504,0.780932,5.79
regret_reg,top70,8,40,,,,,12,8.277416,59.15,17.794095,0.575255,7.40
regret_reg,top70,8,40,,,,,13,7.339781,61.02,17.346921,0.240756,7.40
regret_reg,top70,8,40,,,,,14,6.733856,62.50,17.327729,0.408502,8.29
regret_reg,top70,8,40,,,,,15,6.181210,61.04,16.814852,0.530618,9.62
regret_reg,top70,8,40,,,,,16,5.594756,63.87,16.153041,0.435482,9.65
regret_reg,top70,8,40,,,,,17,5.002833,65.52,15.978434,0.450625,11.51
regret_reg,top70,8,40,,,,,18,4.532597,66.08,15.795716,0.337722,12.13
regret_reg,top70,8,40,,,,,19,4.154157,67.21,15.640444,0.391479,12.02
regret_reg,top70,8,40,,,,,20,3.734475,67.47,15.093512,0.295989,13.58
regret_reg,top70,8,40,,,,,21,3.468652,67.67,15.014430,0.329820,12.72
regret_reg,top70,8,40,,,,,22,3.083354,68.91,14.965799,0.312622,12.89
regret_reg,top70,8,40,,,,,23,2.828397,68.67,14.401896,0.277764,12.40
regret_reg,top70,8,40,,,,,24,2.596212,69.09,14.180017,0.294731,13.55
regret_reg,top70,8,40,,,,,25,2.382585,69.05,13.991981,0.292456,14.34
regret_reg,top70,8,40,,,,,26,2.232791,69.59,13.455389,0.296049,13.54
regret_reg,top70,8,40,,,,,27,2.014450,68.91,13.233894,0.239092,14.26
regret_reg,top70,8,40,,,,,28,1.865794,69.24,12.696983,0.251436,15.01
regret_reg,top70,8,40,,,,,29,1.720082,70.75,12.444283,0.262698,14.56
regret_reg,top70,8,40,,,,,30,1.573668,72.54,11.985143,0.281896,13.86
regret_reg,top70,8,40,,,,,31,1.453578,72.92,11.777370,0.264237,14.69
regret_reg,top70,8,40,,,,,32,1.339920,74.20,11.294977,0.266942,15.20
regret_reg,top70,8,40,,,,,33,1.253023,74.09,10.982500,0.256548,13.70
regret_reg,top70,8,40,,,,,34,1.152641,73.50,10.834086,0.267550,14.18
regret_reg,top70,8,40,,,,,35,1.081588,73.81,10.767529,0.257261,13.21
regret_reg,top70,8,40,,,,,36,1.009488,74.00,10.660007,0.240935,12.46
regret_reg,top70,8,40,,,,,37,0.946945,73.79,10.422909,0.227576,12.30
regret_reg,top70,8,40,,,,,38,0.895656,73.65,10.294667,0.216724,12.67
regret_reg,top70,8,40,,,,,39,0.834935,74.87,10.138101,0.217777,12.47
regret_reg,top70,8,40,,,,,40,0.794124,74.45,10.098167,0.205108,10.91
regret_reg,top70,8,40,,,,,41,0.763892,74.15,10.164391,0.186970,9.89
regret_reg,top70,8,40,,,,,42,0.722341,74.06,9.974609,0.182614,9.50
regret_reg,top70,8,40,,,,,43,0.689151,74.27,9.767460,0.180957,8.94
regret_reg,top70,8,40,,,,,44,0.657511,73.61,9.423703,0.163875,8.75
regret_reg,top70,8,40,,,,,45,0.638074,74.62,9.219309,0.166904,8.77
regret_reg,top70,8,40,,,,,46,0.613891,74.58,9.008488,0.156793,7.76
regret_reg,top70,8,40,,,,,47,0.598818,73.94,8.852481,0.148632,7.89
regret_reg,top70,8,40,,,,,48,0.595552,73.93,8.771619,0.134326,7.27
regret_reg,top70,8,40,,,,,49,0.570380,73.77,8.675875,0.135517,8.11
regret_reg,top70,8,40,,,,,50,0.588037,73.98,8.405151,0.105300,7.58
regret_reg,top70,8,40,,,,,51,0.546048,74.26,8.360765,0.111787,7.62
regret_reg,top70,8,40,,,,,52,0.545377,75.12,8.162430,0.098801,7.38
regret_reg,top70,8,40,,,,,53,0.540230,73.64,8.224742,0.070812,7.40
regret_reg,top70,8,40,,,,,54,0.520234,73.95,8.041424,0.084819,6.62
regret_reg,top70,8,40,,,,,55,0.516940,74.02,7.966039,0.079359,6.82
regret_reg,top70,8,40,,,,,56,0.535313,73.86,7.983932,0.065487,6.02
regret_reg,top70,8,40,,,,,57,0.505963,74.11,7.985952,0.041584,6.77
regret_reg,top70,8,40,,,,,58,0.497410,73.44,7.616677,0.060955,6.47
regret_reg,top70,8,40,,,,,59,0.494231,73.88,7.700325,0.056090,6.19
regret_reg,top70,8,40,,,,,60,0.482302,74.33,7.716814,0.050371,6.72
regret_reg,top70,8,40,,,,,61,0.470123,73.76,7.685855,0.034552,5.10
regret_reg,top70,8,40,,,,,62,0.475545,73.84,7.708334,0.029475,5.79
regret_reg,top70,8,40,,,,,63,0.474599,74.77,7.603676,0.035875,6.39
regret_reg,top70,8,40,,,,,64,0.461932,74.79,7.478857,0.010418,6.62
regret_reg,top70,8,40,,,,,65,0.460827,74.61,7.461647,0.045093,7.13
regret_reg,top70,8,40,,,,,66,0.470792,74.68,7.242108,0.026891,6.42
regret_reg,top70,8,40,,,,,67,0.467055,75.52,7.458159,0.021336,6.69
regret_reg,top70,8,40,,,,,68,0.476363,75.29,7.361388,0.022696,7.00
regret_reg,top70,8,40,,,,,69,0.467764,75.09,7.363573,0.027676,7.25
regret_reg,top70,8,40,,,,,70,0.456328,76.13,7.464428,0.020746,8.25
regret_reg,top70,8,40,,,,,71,0.477526,74.15,7.623151,0.025058,6.36
regret_reg,top70,8,40,,,,,72,0.468568,74.57,7.599697,0.019321,6.37
regret_reg,top70,8,40,,,,,73,0.477004,74.17,7.489912,0.045914,6.84
regret_reg,top70,8,40,,,,,74,0.472357,74.33,7.529372,0.036509,6.31
regret_reg,top70,8,40,,,,,75,0.471634,74.99,7.450463,0.035380,6.11
regret_reg,top70,8,40,,,,,76,0.493041,73.94,7.308403,0.034463,6.58
regret_reg,top70,8,40,,,,,77,0.471960,75.11,7.234590,0.038325,6.08
regret_reg,top70,8,40,,,,,78,0.487708,75.76,7.226787,0.043506,5.94
regret_reg,top70,8,40,,,,,79,0.489709,75.73,7.138083,0.042719,5.45
regret_reg,top70,8,40,,,,,80,0.495591,76.10,7.252244,0.035495,5.42
regret_reg,top70,8,40,,,,,81,0.449861,75.47,7.170863,0.043018,5.20
regret_reg,top70,8,40,,,,,82,0.481300,75.83,7.133800,0.031636,6.06
regret_reg,top70,8,40,,,,,83,0.487678,74.83,7.198318,0.042286,5.89
regret_reg,top70,8,40,,,,,84,0.478100,75.31,7.294433,0.040485,6.21
regret_reg,top70,8,40,,,,,85,0.484821,74.26,7.249680,0.039034,6.53
regret_reg,top70,8,40,,,,,86,0.464146,74.34,7.266892,0.037921,6.07
regret_reg,top70,8,40,,,,,87,0.494321,74.26,7.246268,0.027837,6.26
regret_reg,top70,8,40,,,,,88,0.462906,73.70,7.064087,0.037502,6.75
regret_reg,top70,8,40,,,,,89,0.489080,73.99,7.165192,0.035861,6.49
regret_reg,top70,8,40,,,,,90,0.498827,73.22,7.269572,0.030141,6.05
regret_reg,top70,8,40,,,,,91,0.476628,73.70,7.294556,0.036596,5.51
regret_reg,top70,8,40,,,,,92,0.484545,73.15,7.187972,0.029003,5.21
regret_reg,top70,8,40,,,,,93,0.490778,72.81,7.381131,0.025336,5.14
regret_reg,top70,8,40,,,,,94,0.489408,73.37,7.417349,0.031829,4.98
regret_reg,top70,8,40,,,,,95,0.483461,73.91,7.426317,0.028643,5.11
regret_reg,top70,8,40,,,,,96,0.478799,73.60,7.431389,0.030195,4.95
regret_reg,top70,8,40,,,,,97,0.464406,73.06,7.462252,0.048746,4.99
regret_reg,top70,8,40,,,,,98,0.479077,72.78,7.461263,0.056949,5.04
regret_reg,top70,8,40,,,,,99,0.479905,73.02,7.363537,0.034693,4.76
regret_reg,top70,8,40,,,,,100,0.486400,72.92,7.362566,0.026325,4.48
regret_reg,top90,1,5,,,,,1,10.805892,51.11,22.459894,0.081090,2.46
regret_reg,top90,1,5,,,,,2,9.854797,49.84,20.556185,0.240022,1.19
regret_reg,top90,1,5,,,,,3,8.661621,50.65,19.649161,0.280892,1.30
regret_reg,top90,1,5,,,,,4,7.832859,49.91,18.756163,0.304792,0.96
regret_reg,top90,1,5,,,,,5,6.943198,50.10,17.920509,0.243644,2.52
regret_reg,top90,1,5,,,,,6,6.232854,49.98,17.525647,0.273618,2.38
regret_reg,top90,1,5,,,,,7,5.502809,51.40,16.778649,0.215917,2.33
regret_reg,top90,1,5,,,,,8,4.863166,51.26,15.842257,0.099149,2.44
regret_reg,top90,1,5,,,,,9,4.316530,51.47,15.927504,0.103459,3.02
regret_reg,top90,1,5,,,,,10,3.894789,52.66,15.230895,0.059402,2.60
regret_reg,top90,1,5,,,,,11,3.477490,51.97,14.665883,0.078974,2.42
regret_reg,top90,1,5,,,,,12,2.962525,52.77,14.030431,0.091059,1.93
regret_reg,top90,1,5,,,,,13,2.615094,53.28,12.898578,0.105777,1.55
regret_reg,top90,1,5,,,,,14,2.245347,54.63,11.942339,0.126049,3.16
regret_reg,top90,1,5,,,,,15,2.016185,53.42,11.700213,0.138855,2.39
regret_reg,top90,1,5,,,,,16,1.785232,53.41,11.092105,0.105445,2.35
regret_reg,top90,1,5,,,,,17,1.576642,54.30,10.760437,0.079329,4.21
regret_reg,top90,1,5,,,,,18,1.360062,53.32,10.172780,0.071167,4.15
regret_reg,top90,1,5,,,,,19,1.201656,54.14,10.009075,0.067172,4.00
regret_reg,top90,1,5,,,,,20,1.072841,53.14,9.455283,0.057503,5.29
regret_reg,top90,1,5,,,,,21,0.933467,54.51,8.959858,0.048807,4.86
regret_reg,top90,1,5,,,,,22,0.843404,54.46,8.617363,0.063397,3.67
regret_reg,top90,1,5,,,,,23,0.734561,54.11,8.417717,0.046956,3.53
regret_reg,top90,1,5,,,,,24,0.647707,54.46,8.212250,0.047733,2.95
regret_reg,top90,1,5,,,,,25,0.588549,53.46,8.043086,0.038633,3.91
regret_reg,top90,1,5,,,,,26,0.525266,53.69,7.890214,0.030084,3.36
regret_reg,top90,1,5,,,,,27,0.472887,53.03,7.842557,0.024529,2.77
regret_reg,top90,1,5,,,,,28,0.433971,53.71,7.957551,0.022941,3.67
regret_reg,top90,1,5,,,,,29,0.407635,54.24,7.581403,0.017285,4.15
regret_reg,top90,1,5,,,,,30,0.381571,56.01,7.615870,0.010390,4.75
regret_reg,top90,1,5,,,,,31,0.365911,54.54,7.413563,0.012255,4.06
regret_reg,top90,1,5,,,,,32,0.347917,54.38,7.208052,0.013091,4.05
regret_reg,top90,1,5,,,,,33,0.338706,54.85,7.341571,0.017787,4.70
regret_reg,top90,1,5,,,,,34,0.338458,54.66,7.303773,0.019672,4.00
regret_reg,top90,1,5,,,,,35,0.331123,55.32,7.068247,0.012715,3.77
regret_reg,top90,1,5,,,,,36,0.324685,55.92,7.186202,0.004659,3.06
regret_reg,top90,1,5,,,,,37,0.318821,55.60,7.185604,0.016671,4.64
regret_reg,top90,1,5,,,,,38,0.311445,55.30,7.165106,0.016004,4.18
regret_reg,top90,1,5,,,,,39,0.303978,53.94,7.073681,0.027057,4.84
regret_reg,top90,1,5,,,,,40,0.306437,53.92,7.105699,0.017278,6.11
regret_reg,top90,1,5,,,,,41,0.306376,54.88,7.230702,0.008695,3.80
regret_reg,top90,1,5,,,,,42,0.297440,54.88,7.378631,0.011818,4.88
regret_reg,top90,1,5,,,,,43,0.300173,53.39,7.371370,0.006200,6.01
regret_reg,top90,1,5,,,,,44,0.303166,53.91,7.598258,0.009741,5.27
regret_reg,top90,1,5,,,,,45,0.295154,54.13,7.561169,0.005624,4.87
regret_reg,top90,1,5,,,,,46,0.301437,53.53,7.544143,0.007756,4.88
regret_reg,top90,1,5,,,,,47,0.298252,53.42,7.757923,0.012023,6.35
regret_reg,top90,1,5,,,,,48,0.300671,52.88,7.724707,0.008573,4.90
regret_reg,top90,1,5,,,,,49,0.307432,51.27,7.799897,0.006299,5.79
regret_reg,top90,1,5,,,,,50,0.303590,51.61,7.730523,0.015351,4.31
regret_reg,top90,1,5,,,,,51,0.304007,52.12,7.845420,0.014241,4.13
regret_reg,top90,1,5,,,,,52,0.300318,54.00,8.008095,0.016314,3.98
regret_reg,top90,1,5,,,,,53,0.307973,53.98,8.047873,0.027586,3.34
regret_reg,top90,1,5,,,,,54,0.303437,54.41,8.035696,0.011328,3.39
regret_reg,top90,1,5,,,,,55,0.302963,53.54,7.808852,0.011679,2.63
regret_reg,top90,1,5,,,,,56,0.300649,55.04,7.940370,0.006303,2.76
regret_reg,top90,1,5,,,,,57,0.292316,53.97,7.827642,0.008543,3.28
regret_reg,top90,1,5,,,,,58,0.304574,53.41,7.778748,0.011705,2.35
regret_reg,top90,1,5,,,,,59,0.303672,53.34,7.876059,0.015243,2.30
regret_reg,top90,1,5,,,,,60,0.303334,54.26,7.699543,0.008182,2.48
regret_reg,top90,1,5,,,,,61,0.304379,53.78,7.813115,0.008734,4.45
regret_reg,top90,1,5,,,,,62,0.294686,55.57,7.566368,0.007221,4.40
regret_reg,top90,1,5,,,,,63,0.304443,55.00,7.719715,0.012431,4.95
regret_reg,top90,1,5,,,,,64,0.304781,54.15,7.710701,0.014045,4.21
regret_reg,top90,1,5,,,,,65,0.291942,53.50,7.827893,0.009503,4.44
regret_reg,top90,1,5,,,,,66,0.286098,52.62,7.707010,0.010183,4.46
regret_reg,top90,1,5,,,,,67,0.303687,53.61,7.501836,0.009668,4.84
regret_reg,top90,1,5,,,,,68,0.304814,53.95,7.792221,0.017058,4.71
regret_reg,top90,1,5,,,,,69,0.281853,54.38,7.713864,0.006880,4.69
regret_reg,top90,1,5,,,,,70,0.288981,53.87,7.629736,0.010962,3.82
regret_reg,top90,1,5,,,,,71,0.286184,54.92,7.614245,0.011370,4.13
regret_reg,top90,1,5,,,,,72,0.287881,54.14,7.502086,0.010153,4.04
regret_reg,top90,1,5,,,,,73,0.284963,53.22,7.603998,0.007231,4.83
regret_reg,top90,1,5,,,,,74,0.288884,52.65,7.640411,0.011473,4.13
regret_reg,top90,1,5,,,,,75,0.293572,52.41,7.545573,0.014209,3.98
regret_reg,top90,1,5,,,,,76,0.298034,53.55,7.721710,0.019616,3.54
regret_reg,top90,1,5,,,,,77,0.291956,53.31,7.595734,0.016518,3.32
regret_reg,top90,1,5,,,,,78,0.293577,52.94,7.679398,0.013423,2.38
regret_reg,top90,1,5,,,,,79,0.288757,53.95,7.657668,0.010678,2.69
regret_reg,top90,1,5,,,,,80,0.291132,53.61,7.743644,0.013176,3.11
regret_reg,top90,1,5,,,,,81,0.285249,53.20,7.747732,0.010601,2.46
regret_reg,top90,1,5,,,,,82,0.288904,52.69,7.587382,0.011071,2.20
regret_reg,top90,1,5,,,,,83,0.287482,53.14,7.509273,0.011502,2.78
regret_reg,top90,1,5,,,,,84,0.290134,53.61,7.461874,0.012896,3.33
regret_reg,top90,1,5,,,,,85,0.288715,53.23,7.454700,0.013078,2.42
regret_reg,top90,1,5,,,,,86,0.288942,53.30,7.409958,0.011086,2.30
regret_reg,top90,1,5,,,,,87,0.280641,53.84,7.437259,0.006520,2.60
regret_reg,top90,1,5,,,,,88,0.285713,54.00,7.420566,0.009102,2.73
regret_reg,top90,1,5,,,,,89,0.286277,53.82,7.464205,0.008587,2.66
regret_reg,top90,1,5,,,,,90,0.288809,52.42,7.616503,0.011030,2.48
regret_reg,top90,1,5,,,,,91,0.287333,53.56,7.602419,0.011679,2.72
regret_reg,top90,1,5,,,,,92,0.283693,53.02,7.563548,0.006738,2.69
regret_reg,top90,1,5,,,,,93,0.284338,52.33,7.542277,0.007154,2.25
regret_reg,top90,1,5,,,,,94,0.284453,52.70,7.544886,0.007249,2.40
regret_reg,top90,1,5,,,,,95,0.287508,52.36,7.535775,0.011309,2.25
regret_reg,top90,1,5,,,,,96,0.284940,52.30,7.575744,0.007717,2.25
regret_reg,top90,1,5,,,,,97,0.286448,52.19,7.563610,0.009658,2.25
regret_reg,top90,1,5,,,,,98,0.286958,51.90,7.604794,0.010431,2.37
regret_reg,top90,1,5,,,,,99,0.288534,51.81,7.588774,0.013036,2.43
regret_reg,top90,1,5,,,,,100,0.291837,51.87,7.563221,0.019039,2.39
regret_reg,top90,2,10,,,,,1,11.969596,49.61,22.635826,0.276595,1.80
regret_reg,top90,2,10,,,,,2,10.811104,51.01,21.087704,0.301918,1.70
regret_reg,top90,2,10,,,,,3,9.913993,50.02,20.574716,0.437411,1.21
regret_reg,top90,2,10,,,,,4,9.111816,49.56,19.758062,0.360747,1.85
regret_reg,top90,2,10,,,,,5,8.287443,52.29,18.800108,0.464170,1.06
regret_reg,top90,2,10,,,,,6,7.732446,49.79,17.713495,0.348152,1.59
regret_reg,top90,2,10,,,,,7,7.003129,50.54,17.050618,0.497935,0.98
regret_reg,top90,2,10,,,,,8,6.131490,50.42,15.908758,0.423435,1.19
regret_reg,top90,2,10,,,,,9,5.617202,50.07,15.153142,0.425043,3.06
regret_reg,top90,2,10,,,,,10,5.087629,51.79,14.552143,0.379900,2.39
regret_reg,top90,2,10,,,,,11,4.518054,53.78,14.136949,0.335489,2.45
regret_reg,top90,2,10,,,,,12,3.991734,53.33,12.911403,0.268114,3.42
regret_reg,top90,2,10,,,,,13,3.527716,53.48,12.494307,0.231259,2.19
regret_reg,top90,2,10,,,,,14,3.116122,53.77,11.996712,0.227931,2.34
regret_reg,top90,2,10,,,,,15,2.757824,53.12,11.604245,0.217127,2.28
regret_reg,top90,2,10,,,,,16,2.444415,53.66,11.236185,0.156076,2.86
regret_reg,top90,2,10,,,,,17,2.142662,54.11,10.896389,0.179761,2.28
regret_reg,top90,2,10,,,,,18,1.907831,54.40,10.584419,0.155304,3.85
regret_reg,top90,2,10,,,,,19,1.673471,56.39,10.190157,0.131997,3.51
regret_reg,top90,2,10,,,,,20,1.513724,55.34,9.628328,0.160291,3.20
regret_reg,top90,2,10,,,,,21,1.354250,55.40,9.418424,0.162037,2.66
regret_reg,top90,2,10,,,,,22,1.224895,58.10,9.226933,0.123555,4.54
regret_reg,top90,2,10,,,,,23,1.073200,56.79,9.125109,0.106408,5.34
